timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-11-24T13:31:42+00:00+00:00+00:00	student009	student	1	hi	hi		1.0	opening			
2020-11-24T13:32:08+00:00+00:00+00:00	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-11-24T13:32:14+00:00+00:00+00:00	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2020-11-24T13:32:19+00:00+00:00+00:00	student009	student	4	I am fine	I am fine						
2020-11-24T13:32:22+00:00+00:00+00:00	student009	student	5	and you?	and you?						
2020-11-24T13:32:30+00:00+00:00+00:00	teacher008	teacher	6	Is there a story behind your nickname?	Is there a story behind your nickname?		2a	topic development			
2020-11-24T13:32:42+00:00+00:00+00:00	student009	student	7	nah	nah						
2020-11-24T13:32:47+00:00+00:00+00:00	student009	student	8	just snake	just snake						
2020-11-24T13:32:50+00:00+00:00+00:00	teacher008	teacher	9	All good, thank you. We've just had super fast broadband connected, I'm enjoying that	All good, thank you. We've just had super fast broadband connected, I'm enjoying that	5.0	2b	topic development			
2020-11-24T13:33:05+00:00+00:00+00:00	student009	student	10	what does it mean ?	what does it mean?			enquiry	lexical resource,meaning		
2020-11-24T13:33:15+00:00+00:00+00:00	student009	student	11	broadband?	broadband?						
2020-11-24T13:33:15+00:00+00:00+00:00	teacher008	teacher	12	the Internet connection	the Internet connection			scaffolding	lexical resource,meaning		
2020-11-24T13:33:31+00:00+00:00+00:00	student009	student	13	ah	ah						
2020-11-24T13:33:36+00:00+00:00+00:00	student009	student	14	congratulations	congratulations						
2020-11-24T13:33:41+00:00+00:00+00:00	student009	student	15	hehe	hehe						
2020-11-24T13:33:44+00:00+00:00+00:00	teacher008	teacher	16	thank you! :)	thank you! :)						
2020-11-24T13:33:45+00:00+00:00+00:00	student009	student	17	it is nice	it is nice						
2020-11-24T13:33:57+00:00+00:00+00:00	teacher008	teacher	18	It's essential for working from home	It's essential for working from home						
2020-11-24T13:33:57+00:00+00:00+00:00	student009	student	19	Internet in	The Internet in						
2020-11-24T13:34:06+00:00+00:00+00:00	teacher008	teacher	20	and watching movies and tv shows!	and watching movies and tv shows!	18.0					
2020-11-24T13:34:10+00:00+00:00+00:00	student009	student	21	in my room js not really good	in my room js not very good	19.0					
2020-11-24T13:34:22+00:00+00:00+00:00	teacher008	teacher	22	oh really?	oh really?						
2020-11-24T13:34:48+00:00+00:00+00:00	student009	student	23	yes	yes						
2020-11-24T13:35:04+00:00+00:00+00:00	teacher008	teacher	24	I see. How's school?	I see. How's school?		2c	topic development			
2020-11-24T13:35:22+00:00+00:00+00:00	student009	student	25	I didn't go to school yesterday	I didn't go to school yesterday						
2020-11-24T13:35:28+00:00+00:00+00:00	student009	student	26	i was a bit ill	I was a bit ill						
2020-11-24T13:35:51+00:00+00:00+00:00	teacher008	teacher	27	Oh no, hope you're ok?	Oh no, hope you're ok?						
2020-11-24T13:36:22+00:00+00:00+00:00	student009	student	28	yes	yes						
2020-11-24T13:37:05+00:00+00:00+00:00	teacher008	teacher	29	Hopefully, you're getting some extra rest and will be feeling better soon!	Hopefully, you're getting some extra rest and will be feeling better soon!						
2020-11-24T13:37:17+00:00+00:00+00:00	teacher008	teacher	30	Have you had a chance to do the homework?	Have you had a chance to do the homework?		3.0	topic opening	writing	student's writing	
2020-11-24T13:37:31+00:00+00:00+00:00	student009	student	31	yes	yes						
