timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-01-24 14:10:40	teacher001	teacher	1	Hi there <STUDENT> - everything OK with you?	Hi there <STUDENT> - everything OK with you?		1.0	opening			
2020-01-24 14:10:52	student003	student	2	Yes, thank you!	Yes, thank you!						
2020-01-24 14:11:21	teacher001	teacher	3	OK great - <STUDENT> I was wondering if you might like to talk about the topic of the environment today?	OK great - <STUDENT> I was wondering if you might like to talk about the topic of the environment today?		2.0	topic opening			
2020-01-24 14:11:50	student003	student	4	Environment! It seems difficult. But it's OK!	Environment! It seems difficult. But it's OK!						
2020-01-24 14:12:23	teacher001	teacher	5	OK well....are environmental problems something you thing about much - if so, which ones?	OK well....are environmental problems something you thing about much - if so, which ones?		2a	eliciting			
2020-01-24 14:12:27	teacher001	teacher	6	think	think			repair	writing		
2020-01-24 14:13:48	student003	student	7	I think about the global warming recently as it's getting warmer every year!	I've been thinking about global warming recently as it's getting warmer every year!						
2020-01-24 14:14:15	teacher001	teacher	8	yes i see! I guess that's the one that's in the news most at the moment right?	yes i see! I guess that's the one that's in the news most at the moment right?						
2020-01-24 14:15:04	student003	student	9	Yes, is it warmer in the UK than usual? For me, it's warmer than I expected.	Yes, is it warmer than usual in the UK? To me, it's warmer than I expected.		2b	topic development			
2020-01-24 14:16:15	teacher001	teacher	10	Yes it's definitely been a mild winter this year - of course it's difficult to link specific changes with global warming but overall yes it seems to be changing certainly	Yes it's definitely been a mild winter this year - of course it's difficult to link specific changes with global warming but overall yes it seems to be changing certainly						
2020-01-24 14:16:33	teacher001	teacher	11	also more extreme heat in the summers	also more extreme heat in the summers						
2020-01-24 14:16:46	teacher001	teacher	12	is that true in Japan too?	is that true in Japan too?		2c	topic development			
2020-01-24 14:17:37	student003	student	13	Yes, Japanese summer is getting terrible... A lot of people die because of the heat every year.	Yes, Japanese summer is getting terrible... A lot of people die because of the heat every year.						
2020-01-24 14:18:01	student003	student	14	I'm worried about the Olympic in summer!	I'm worried about the Olympics in the summer!						
2020-01-24 14:18:02	teacher001	teacher	15	yes that's awful - I guess it's very humid too?	yes that's awful - I guess it's very humid too?		2d	topic development			
2020-01-24 14:18:50	student003	student	16	Yes, it's very humid. I cannot go out at noon in summer.	Yes, it's very humid. I cannot go out at noon in the summer.						
2020-01-24 14:19:14	teacher001	teacher	17	Yes I see - When I lived in Spain it sometimes reached 40 degrees or more but because it was a dry heat it was bearable you know?	Yes I see - When I lived in Spain it sometimes reached 40 degrees or more but because it was a dry heat it was bearable you know?						
2020-01-24 14:20:27	student003	student	18	40 degrees! Amazing... Yes, if it's dry you don't feel hot so much.	40 degrees! Amazing... Yes, if it's dry you don't feel as hot.						
2020-01-24 14:20:40	teacher001	teacher	19	OK <STUDENT> on the topic of climate change: what would you say are the main causes of global warming?	OK <STUDENT> on the topic of climate change: what would you say are the main causes of global warming?		3.0	topic opening			
2020-01-24 14:21:41	student003	student	20	sorry i'm back!	sorry I'm back!		4.0	disruption			
2020-01-24 14:21:57	student003	student	21	It's because of CO2?	It's because of CO2?	19.0					
2020-01-24 14:22:28	teacher001	teacher	22	Yes absolutely - what's happening with CO2?	Yes absolutely - what's happening with CO2?						
2020-01-24 14:24:40	student003	student	23	CO2 emittion is going up because of consuming fossil fuels, and in addition, plants is decreasing that change CO2 to Os.	CO2 emissions are going up because of the consumption of fossil fuels, and in addition, there are fewer plants that change CO2 into O2.						
2020-01-24 14:24:45	student003	student	24	O2	O2			repair	writing		
2020-01-24 14:25:18	student003	student	25	Sorry, plants 'are'	Sorry, plants 'are'	23.0		repair	grammatical resource		
2020-01-24 14:26:26	teacher001	teacher	26	great answer! yes, so carbon emissions are increasing because we are 'burning fossil fuels' (collocation 1) and .....when you say plants - what kind of plants and where especially would you say?	great answer! yes, so carbon emissions are increasing because we are 'burning fossil fuels' (collocation 1) and .....when you say plants - what kind of plants and where especially would you say?			scaffolding,eliciting	lexical resource		
2020-01-24 14:27:37	student003	student	27	I think they are rain forests.	I think they are rain forests.						
2020-01-24 14:28:05	student003	student	28	For example, in Amazon	For example, in the Amazon						
