timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-03-10 10:31:36	student011	student	1	Hi, <TEACHER>!	Hi, <TEACHER>!		1.0	opening			
2021-03-10 10:31:45	student011	student	2	How is life?	How is life?						
2021-03-10 10:31:55	teacher008	teacher	3	Hiya! All good, thank you!	Hiya! All good, thank you!						
2021-03-10 10:31:58	teacher008	teacher	4	How are you?	How are you?						
2021-03-10 10:32:11	student011	student	5	I'm ok, thank you! )	I'm ok, thank you! )						
2021-03-10 10:32:27	student011	student	6	Is <TEACHER'S CHILD> at the school now? )	Is <TEACHER'S CHILD> at school now? )		2.0	topic opening			
2021-03-10 10:32:27	teacher008	teacher	7	Have you had a nice yoga session?	Have you had a nice yoga session?		3.0	topic opening			
2021-03-10 10:33:02	teacher008	teacher	8	Yes, he is! We can now work in peace and quiet! But I do miss him...	Yes, he is! We can now work in peace and quiet! But I do miss him...	6.0					
2021-03-10 10:33:28	student011	student	9	Today I haven't had. Usually I have pilates on Monday and yoga on Friday	Today I haven't had it. Usually I have pilates on Monday and yoga on Friday	7.0					
2021-03-10 10:33:55	teacher008	teacher	10	What about Wednesday?	What about Wednesday?						
2021-03-10 10:34:12	student011	student	11	And sometimes I have strength training on Wednesday	And sometimes I have strength training on Wednesday						
2021-03-10 10:34:25	student011	student	12	But today I've missed it )	But today I've missed it )						
2021-03-10 10:34:58	student011	student	13	I see. I miss <STUDENT'S CHILD> all the time	I see. I miss <STUDENT'S CHILD> all the time	8.0					
2021-03-10 10:35:04	teacher008	teacher	14	Oh I see! Fair enough	Oh I see! Fair enough	12.0					
2021-03-10 10:35:10	student011	student	15	Today I have had a face massage	Today I have had a face massage						
2021-03-10 10:35:30	student011	student	16	I try do it every week and I can see the result	I try to do it every week and I can see the result						
2021-03-10 10:35:36	teacher008	teacher	17	It's difficult, isn't it? On the one hand, you want some time to get some work done; on the other hand, you miss your little one	It's difficult, isn't it? On the one hand, you want some time to get some work done; on the other hand, you miss your little one	13.0					
2021-03-10 10:35:39	student011	student	18	It pays me off )	It pays off for me )	16.0					
2021-03-10 10:35:55	teacher008	teacher	19	It pays off for you! Yes!	It pays off for you! Yes!		3a	repair	lexical resource		
2021-03-10 10:36:22	student011	student	20	Agree, it's difficult, but we still need time for ourselves	Agree, it's difficult, but we still need time for ourselves	17.0					
2021-03-10 10:36:39	student011	student	21	Ah! It pays off for me )	Ah! It pays off for me )	19.0					
2021-03-10 10:37:19	student011	student	22	And even more about children. I feel like I became a crazy mom when I spend all the time with <STUDENT'S CHILD>	And even more about children. I feel like I become a crazy mom when I spend all the time with <STUDENT'S CHILD>	20.0					
2021-03-10 10:37:29	student011	student	23	I don't like my feeling then	I don't like feeling like that						
2021-03-10 10:38:05	student011	student	24	So I think it's vital for me to work and to do something just for me	So I think it's vital for me to work and to do something just for me						
2021-03-10 10:38:11	teacher008	teacher	25	Yes, you can, of course, say, pay someone. I paid a massage therapist for a massage, for example	Yes, you can, of course, say, pay someone. I paid a massage therapist for a massage, for example	21.0		scaffolding	lexical resource		
2021-03-10 10:38:35	teacher008	teacher	26	But efforts / regular face massages pay off	But efforts / regular face massages pay off			scaffolding	lexical resource		
2021-03-10 10:38:45	teacher008	teacher	27	or pay off for me	or pay off for me			scaffolding	lexical resource		
2021-03-10 10:38:47	student011	student	28	I see	I see						
2021-03-10 10:39:17	student011	student	29	thank you!	thank you!						
2021-03-10 10:39:19	teacher008	teacher	30	Yes, it's so important! Vital is a very good word here :)	Yes, it's so important! Vital is a very good word here :)	24.0					
2021-03-10 10:39:30	student011	student	31	thank you ))	thank you ))						
2021-03-10 10:40:39	teacher008	teacher	32	Well, well, do you know what the UK has been buzzing about in the last couple of weeks?	Well, well, do you know what the UK has been buzzing about in the last couple of weeks?		4.0	topic opening			
2021-03-10 10:41:15	student011	student	33	Oh!	Oh!						
2021-03-10 10:41:22	student011	student	34	Yes of course!	Yes of course!						
2021-03-10 10:41:42	student011	student	35	I wold like to ask you what do you think about the situation	I would like to ask you what you think about the situation						
2021-03-10 10:41:46	student011	student	36	would	would			repair	writing		
2021-03-10 10:42:03	teacher008	teacher	37	Oh do you? You're very well informed :)	Oh do you? You're very well informed :)	34.0					
2021-03-10 10:42:11	teacher008	teacher	38	You mean the Meghan and Harry situation?	You mean the Meghan and Harry situation?	35.0					
2021-03-10 10:42:36	student011	student	39	Do you mean the interview of Meghan and Harry?	Do you mean the interview with Meghan and Harry?	37.0					
2021-03-10 10:42:45	student011	student	40	Yes )	Yes )						
2021-03-10 10:43:14	teacher008	teacher	41	Yes, sure) Have you seen it? I haven't, it's not on youtube yet (and I'm not sure I want to spend 2 hours on it)	Yes, sure) Have you seen it? I haven't, it's not on youtube yet (and I'm not sure I want to spend 2 hours on it)						
2021-03-10 10:43:49	student011	student	42	Actually I think it's not just about the UK. I think that all the world are watching (on?) this story	Actually I think it's not just about the UK. I think that all the world is watching (on?) this story	40.0					
2021-03-10 10:44:07	student011	student	43	No, I haven't watched it	No, I haven't watched it	41.0					
2021-03-10 10:44:18	teacher008	teacher	44	Neither have I	Neither have I						
2021-03-10 10:44:38	student011	student	45	And actually I'm not sure that I have enough patience to watch	And actually I'm not sure that I have enough patience to watch						
2021-03-10 10:44:49	teacher008	teacher	46	Me neither!	Me neither!						
2021-03-10 10:44:55	student011	student	47	Yeeees! ))	Yeeees! ))						
2021-03-10 10:45:05	student011	student	48	Ok! So Neither have I )	Ok! So Neither have I )						
2021-03-10 10:45:17	teacher008	teacher	49	that's right :))	that's right :))						
2021-03-10 10:45:45	student011	student	50	m not sure also that I really want to watch it )	I'm also not sure that I really want to watch it )						
2021-03-10 10:46:12	teacher008	teacher	51	Well, they say the UK is split into two. Older people are sorry for the Queen and 'senior royals' and younger people are sorry for Harry and Meghan	Well, they say the UK is split into two. Older people are sorry for the Queen and 'senior royals' and younger people are sorry for Harry and Meghan		4a	topic development			
2021-03-10 10:46:50	student011	student	52	I'm not sure that I have my own opinion here	I'm not sure that I have my own opinion here						
2021-03-10 10:46:54	student011	student	53	)	)						
2021-03-10 10:47:36	teacher008	teacher	54	But I'm not terribly surprised. The royals are not the easiest family to marry into, especially for someone who is used to being an independent woman like Meghan was	But I'm not terribly surprised. The royals are not the easiest family to marry into, especially for someone who is used to being an independent woman like Meghan was	51.0					
2021-03-10 10:47:58	teacher008	teacher	55	Yes, it's hard to say, isn't it!	Yes, it's hard to say, isn't it!	52.0					
2021-03-10 10:48:09	teacher008	teacher	56	I'm actually much more shocked by something else	I'm actually much more shocked by something else		4b	topic development			
2021-03-10 10:48:26	student011	student	57	I'm sorry for Meghan if she feels so bad about the story, but I don't know if she is (truthful)?	I'm sorry for Meghan if she feels so bad about the story, but I don't know if she is (truthful)?	55.0	4c	enquiry	lexical resource		
2021-03-10 10:49:00	teacher008	teacher	58	Yes, you can say if she is truthful / honest / if she is telling the truth	Yes, you can say if she is truthful / honest / if she is telling the truth			scaffolding	lexical resource		
2021-03-10 10:49:02	student011	student	59	so I don't know what is the right position here )	so I don't know what the right position here is)	57.0					
2021-03-10 10:49:30	teacher008	teacher	60	Remember we were talking about how bills go through parliament and become laws? a while ago?	Remember we were talking about how bills go through parliament and become laws? a while ago?	56.0		revision	lexical resource,world knowledge		
