timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-02-03 08:14:35	student012	student	1	Hello	Hello		1.0	opening			
2021-02-03 08:15:16	teacher008	teacher	3	Hi <STUDENT>!	Hi <STUDENT>!						
2021-02-03 08:15:28	student012	student	4	Sorry for being late... again	Sorry for being late... again		1a				
2021-02-03 08:15:52	teacher008	teacher	5	Don't worry! Thanks for accommodating my constant tweaking of the timetable	Don't worry! Thanks for accommodating my constant tweaking of the timetable						
2021-02-03 08:16:04	student012	student	6	No problem at all	No problem at all						
2021-02-03 08:16:28	student012	student	7	When will they lift the lockdown?	When will they lift the lockdown?		2.0	topic opening			
2021-02-03 08:16:31	teacher008	teacher	8	I hope we'll be ablet to stick to a more permanent time from the next week on	I hope we'll be ablet to stick to a more permanent time from the next week on	6.0					
2021-02-03 08:16:50	teacher008	teacher	9	They are talking about March 8	They are talking about March 8	9.0					
2021-02-03 08:17:03	student012	student	10	I'm fine with constant changes. I've been living like that for a loong t time haha	I'm fine with constant changes. I've been living like that for a loong t time haha	8.0					
2021-02-03 08:17:26	student012	student	11	Oh no, so the whole February (	Oh no, so the whole of February (	9.0					
2021-02-03 08:17:40	student012	student	12	Is it so bad with the Covid cases in there?	Is it so bad with the Covid cases in there?		2a	topic development			
2021-02-03 08:17:47	teacher008	teacher	13	Schools might start to return then. Fortunately, we're in the middle of nowhere here and the infection rate is a bit lower than in cities, so I really hope schools will open	Schools might start to return then. Fortunately, we're in the middle of nowhere here and the infection rate is a bit lower than in cities, so I really hope schools will open	11.0					
2021-02-03 08:18:16	teacher008	teacher	14	Yes, the UK has been really badly hit, a very very high death toll :(	Yes, the UK has been really badly hit, a very very high death toll :(	12.0					
2021-02-03 08:18:23	student012	student	15	I can only imagine what strain it is on working parents.	I can only imagine what strain it is on working parents.	13.0					
2021-02-03 08:18:48	student012	student	16	So sad	So sad						
2021-02-03 08:19:08	teacher008	teacher	17	Yes, indeed! Luckily, I only work part-time (flexibly, really), but I can't imagine how full-timers cope. And we're supposed to homeschool too!	Yes, indeed! Luckily, I only work part-time (flexibly, really), but I can't imagine how full-timers cope. And we're supposed to homeschool too!						
2021-02-03 08:19:47	student012	student	18	How do you like homeschooling? Do you share this chore with <TEACHER'S HUSBAND>?	How do you like homeschooling? Do you share this chore with <TEACHER'S HUSBAND>?		2b	topic development			
2021-02-03 08:20:05	teacher008	teacher	19	Yes, he does the math and I do the phonics	Yes, he does the math and I do the phonics						
2021-02-03 08:20:20	teacher008	teacher	20	Phonics are a slightly weird way to teach children to read	Phonics are a slightly weird way to teach children to read			scaffolding	world knowledge		
2021-02-03 08:20:36	teacher008	teacher	21	You know, because English pronunciation is so irregular	You know, because English pronunciation is so irregular						
2021-02-03 08:20:38	student012	student	22	Never heard of it	Never heard of it						
2021-02-03 08:20:47	student012	student	23	Oh yes. I know )))	Oh yes. I know )))	21.0					
2021-02-03 08:21:18	teacher008	teacher	24	For example, children don't learn the alphabet, they learn the sounds /a/, /b/, /k/ etc.	For example, children don't learn the alphabet, they learn the sounds /a/, /b/, /k/ etc.			scaffolding	world knowledge		
2021-02-03 08:21:23	teacher008	teacher	25	Phonemes, basically	Phonemes, basically						
2021-02-03 08:21:31	student012	student	26	Spanish is a breeze compared to English	Spanish is a breeze compared to English	23.0					
2021-02-03 08:21:42	student012	student	27	In terms of pronunciation	In terms of pronunciation						
2021-02-03 08:21:50	teacher008	teacher	28	And they also learn 'tricky words' that make no sense at all :)	And they also learn 'tricky words' that make no sense at all :)	25.0		scaffolding	world knowledge		
2021-02-03 08:22:15	teacher008	teacher	29	Yes, so many languages are!	Yes, so many languages are!	27.0					
2021-02-03 08:22:16	student012	student	30	That makes sense to me.	That makes sense to me.	28.0					
2021-02-03 08:23:06	student012	student	31	Why don't they teach Phonics here in Ukraine I wonder	Why don't they teach Phonics here in Ukraine I wonder						
2021-02-03 08:23:14	teacher008	teacher	32	Again, we're lucky that <TEACHER'S CHILD>'s in the first year (it's called Reception as opposed to year 1, which is next year)	Again, we're lucky that <TEACHER'S CHILD>'s in the first year (it's called Reception as opposed to year 1, which is next year)		2c	topic development			
2021-02-03 08:23:31	teacher008	teacher	33	Older children are expected to do 3-5 hours of homeschooling. Crazy!!	Older children are expected to do 3-5 hours of homeschooling. Crazy!!						
2021-02-03 08:23:33	teacher008	teacher	34	a day	a day						
2021-02-03 08:23:39	student012	student	35	Oh my	Oh my						
2021-02-03 08:23:54	teacher008	teacher	36	Phonics would really work with Ukrainian, wouldn't they?	Phonics would really work with Ukrainian, wouldn't they?	31.0					
2021-02-03 08:23:55	student012	student	37	My cousin's son is a 2d grader	My cousin's son is a 2d grader	35.0					
2021-02-03 08:24:09	student012	student	38	They spend up to 4 hours a day	They spend up to 4 hours a day						
2021-02-03 08:24:24	student012	student	39	They used to, actually,	They used to, actually,						
2021-02-03 08:24:29	teacher008	teacher	40	Goodness! Which country is it?	Goodness! Which country is it?						
2021-02-03 08:24:44	student012	student	41	Now that the lockdown has been lifted, they can go to school again	Now that the lockdown has been lifted, they can go to school again	39.0					
2021-02-03 08:24:50	student012	student	42	Ukraine	Ukraine	40.0					
2021-02-03 08:25:06	teacher008	teacher	43	Ah right	Ah right						
2021-02-03 08:25:20	teacher008	teacher	44	Are there any restrictions still in place? What's the infection level like?	Are there any restrictions still in place? What's the infection level like?		2d	topic development			
2021-02-03 08:25:49	student012	student	45	The infection level is pretty low. Around 3k per day	The infection level is pretty low. Around 3k per day						
2021-02-03 08:26:19	teacher008	teacher	46	Is that in the whole country? Or in Kyiv?	Is that in the whole country? Or in Kyiv?						
2021-02-03 08:26:28	student012	student	47	The whole country	The whole country						
2021-02-03 08:26:36	student012	student	48	Let me double check for you	Let me double check for you						
2021-02-03 08:27:10	student012	student	49	So today it's 3285 cases	So today it's 3285 cases						
2021-02-03 08:27:18	teacher008	teacher	50	That's really good! Well done Ukraine!	That's really good! Well done Ukraine!						
2021-02-03 08:27:34	student012	student	51	What are the numbers in Britain?	What are the numbers in Britain?		2e	topic development			
2021-02-03 08:27:38	teacher008	teacher	52	It's around 20 thousand in the UK, and that's much better than a few weeks ago!	It's around 20 thousand in the UK, and that's much better than a few weeks ago!						
2021-02-03 08:28:02	teacher008	teacher	53	It was over 40 thousand new cases every day at the beginning of the year!	It was over 40 thousand new cases every day at the beginning of the year!						
2021-02-03 08:28:13	student012	student	54	Same in Germany I was told	Same in Germany I was told						
2021-02-03 08:28:36	student012	student	55	Is it appropriate to react 'Shame' in this case?	Is it appropriate to react 'Shame' in this case?		3.0	enquiry	lexical resource,meaning		
2021-02-03 08:28:46	student012	student	56	Meaning жаль	Meaning жаль			non-English	code switching,lexical resource		
2021-02-03 08:28:48	teacher008	teacher	57	Yes, of course. It is a shame!	Yes, of course. It is a shame!						
2021-02-03 08:29:34	student012	student	58	I know there's 'Pity' and there's 'Shame'	I know there's 'Pity' and there's 'Shame'						
2021-02-03 08:29:52	student012	student	59	not the words themselves but the reactions	not the words themselves but the reactions						
2021-02-03 08:29:57	teacher008	teacher	60	I don't think there's a difference between them, actually	I don't think there's a difference between them, actually			scaffolding	lexical resource,meaning		
2021-02-03 08:30:02	student012	student	61	and I find it hard to place them in my head	and I find it hard to place them in my head						
2021-02-03 08:30:19	student012	student	62	Oh really?	Oh really?	60.0					
2021-02-03 08:30:36	student012	student	63	So basically they are synonymical ?	So basically they are synonymous ?			enquiry	lexical resource,meaning		
2021-02-03 08:30:42	teacher008	teacher	64	I don't think there is! Such a shame / what a pity!	I don't think there is! Such a shame / what a pity!	62.0		scaffolding	lexical resource,meaning		
2021-02-03 08:30:51	teacher008	teacher	65	Yes, I would say so	Yes, I would say so	63.0					
2021-02-03 08:31:14	student012	student	66	Thank you! It has been bugging me for ages	Thank you! It has been bugging me for ages						
2021-02-03 08:31:15	student012	student	67	)))	)))						
2021-02-03 08:31:31	teacher008	teacher	68	Obviously, 'shame on' you is different. The favourite expression of my school English teacher...	Obviously, 'shame on' you is different. The favourite expression of my school English teacher...		3a				
2021-02-03 08:31:43	student012	student	69	That's why! Yes	That's why! Yes						
2021-02-03 08:32:05	student012	student	70	Shame on you! -- my school teacher used this one frequently too	Shame on you! -- my school teacher used this one frequently too						
2021-02-03 08:32:32	teacher008	teacher	71	Ahh, schools. Such a lovely environment, full of shaming and hate :))	Ahh, schools. Such a lovely environment, full of shaming and hate :))						
2021-02-03 08:33:15	student012	student	72	Overcome, adapt, survive	Overcome, adapt, survive						
2021-02-03 08:33:35	teacher008	teacher	73	Is it in the Czech language (or Polish?) that 'pozor' also means 'what a pity'? It's always fascinated me, I don't know what the connection is	Is it in the Czech language (or Polish?) that 'pozor' also means 'what a pity'? It's always fascinated me, I don't know what the connection is		3b	non-English	code switching,lexical resource,world knowledge		
2021-02-03 08:33:35	student012	student	74	The three words that should be written on all of their banners	The three words that should be written on all of their banners	72.0					
2021-02-03 08:33:48	student012	student	75	Instead of Latin	Instead of Latin						
2021-02-03 08:33:50	teacher008	teacher	76	Haha, yes!	Haha, yes!						
2021-02-03 08:34:25	student012	student	77	I've never heard about pozor. What an insight	I've never heard about pozor. What an insight	73.0					
2021-02-03 08:35:00	teacher008	teacher	78	I'll have to check later on which language it is. One of the western Slavic ones!	I'll have to check later on which language it is. One of the western Slavic ones!						
2021-02-03 08:35:12	teacher008	teacher	79	Ok, what shall we do today? Writing???	Ok, what shall we do today? Writing???		4.0	topic opening			
2021-02-03 08:35:21	student012	student	80	Did you know that sklep is a store in Polish?	Did you know that sklep is a store in Polish?		3c				
2021-02-03 08:35:32	student012	student	81	Always made me laugh	Always made me laugh						
2021-02-03 08:35:36	teacher008	teacher	82	Yes!! That's so weird	Yes!! That's so weird						
2021-02-03 08:36:43	student012	student	83	My google says pozor is appearance in Polish	My google says pozor is appearance in Polish			non-English	code switching,lexical resource,world knowledge		
2021-02-03 08:36:52	student012	student	84	which is as funny)))	which is as funny)))						
2021-02-03 08:37:07	teacher008	teacher	85	Appearance? Hmmm!	Appearance? Hmmm!						
2021-02-03 08:37:24	student012	student	86	pozory mylą	pozory mylą			non-English	code switching,lexical resource,world knowledge		
2021-02-03 08:37:30	student012	student	87	looks can be deceiving	looks can be deceiving						
2021-02-03 08:37:41	teacher008	teacher	88	Wow, interesting	Wow, interesting						
2021-02-03 08:38:24	teacher008	teacher	89	Ah, I might have mislead you! I think it's Czech for 'watch out!'	Ah, I might have mislead you! I think it's Czech for 'watch out!'						
2021-02-03 08:38:38	teacher008	teacher	90	Like, pozor, you are going to step in a puddle!	Like, pozor, you are going to step in a puddle!			non-English	code switching,lexical resource,world knowledge		
2021-02-03 08:38:50	student012	student	91	ahahaha	ahahaha						
2021-02-03 08:38:56	student012	student	92	still funny	still funny						
2021-02-03 08:39:17	teacher008	teacher	93	It must be from 'zor' as in 'vision', right?	It must be from 'zor' as in 'vision', right?			non-English	code switching,lexical resource,world knowledge		
2021-02-03 08:39:25	student012	student	94	Right	Right						
2021-02-03 08:39:29	teacher008	teacher	95	It is funny))	It is funny))						
2021-02-03 08:40:38	teacher008	teacher	96	Pozor! I'm going to ask you about writing again)))	Pozor! I'm going to ask you about writing again)))		4a	non-English,redirection	code switching		
2021-02-03 08:40:51	student012	student	97	You know. I started a little	You know. I started a little						
2021-02-03 08:41:19	student012	student	98	and then I was interrupted. And then I decided to finish before the lesson	and then I was interrupted. And then I decided to finish before the lesson						
2021-02-03 08:41:27	student012	student	99	Never finished. Pozor!	Never finished. Pozor!			non-English	code switching		
2021-02-03 08:41:48	teacher008	teacher	100	Haha, what a familiar story!	Haha, what a familiar story!						
2021-02-03 08:42:08	student012	student	101	I decided to write a completely made-up story	I decided to write a completely made-up story						
2021-02-03 08:42:19	teacher008	teacher	102	You know what, let's work with what you have, and you can finish now 'in real time' and then it's done!	You know what, let's work with what you have, and you can finish now 'in real time' and then it's done!						
2021-02-03 08:42:24	student012	student	103	about me quitting smoking	about me quitting smoking	101.0					
2021-02-03 08:42:32	teacher008	teacher	104	as is you sacred right!	as is you sacred right!	101.0					
2021-02-03 08:42:36	teacher008	teacher	105	Perfect	Perfect	103.0					
2021-02-03 08:43:11	student012	student	106	I'm afraid my notes are at home. Can I just finish it for next time?	I'm afraid my notes are at home. Can I just finish it for next time?	102.0					
2021-02-03 08:43:18	teacher008	teacher	107	Have you got an outline? Introduction - paragraph 1 - paragraph 2 ... Or are you keeping it free flowing?	Have you got an outline? Introduction - paragraph 1 - paragraph 2 ... Or are you keeping it free flowing?						
2021-02-03 08:43:25	teacher008	teacher	108	Ah, I see, yes sure	Ah, I see, yes sure	106.0					
2021-02-03 08:43:35	student012	student	109	I prefer handwritten compositions	I prefer handwritten compositions						
2021-02-03 08:43:43	student012	student	110	Should I type it?	Should I type it?						
2021-02-03 08:44:05	teacher008	teacher	111	Yes, please! Maybe you can email it to me before the next class?	Yes, please! Maybe you can email it to me before the next class?						
2021-02-03 08:44:21	student012	student	112	Sure!	Sure!						
2021-02-03 08:44:26	student012	student	113	Thank you	Thank you						
2021-02-03 08:44:32	teacher008	teacher	114	Also, it's good to practise for the type of exam you're going to sit (paper-based / computer-based)	Also, it's good to practise for the type of exam you're going to sit (paper-based / computer-based)		4b	scaffolding	writing		
2021-02-03 08:45:00	student012	student	115	Right!	Right!						
