timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-12-15 13:31:03	student009	student	1	hi	hi		1.0	opening			
2020-12-15 13:31:25	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-12-15 13:31:30	teacher008	teacher	3	How are you today?	How are you today?		2.0	topic opening			
2020-12-15 13:31:45	student009	student	4	okay	okay						
2020-12-15 13:32:38	teacher008	teacher	5	Ok? How was your weekend?	Ok? How was your weekend?						
2020-12-15 13:32:40	student009	student	6	and you ?	and you ?		2a	topic development			
2020-12-15 13:32:47	student009	student	7	boring	boring	5.0					
2020-12-15 13:33:32	teacher008	teacher	8	Oh no, that's a shame!	Oh no, that's a shame!						
2020-12-15 13:33:54	student009	student	9	yeah	yeah						
2020-12-15 13:33:59	teacher008	teacher	10	I'm good, thank you! I've sorted out all Christmas presents,which was the stressful part	I'm good, thank you! I've sorted out all Christmas presents,which was the stressful part	6.0					
2020-12-15 13:34:10	teacher008	teacher	11	and now I'm just looking forward to the festive season!	and now I'm just looking forward to the festive season!						
2020-12-15 13:35:11	student009	student	12	festive?	festive?		2b	enquiry	lexical resource		
2020-12-15 13:35:36	teacher008	teacher	13	yes, festival = noun, festive = adjective	yes, festival = noun, festive = adjective			scaffolding	lexical resource,meaning		
2020-12-15 13:35:40	teacher008	teacher	14	Good question!	Good question!						
2020-12-15 13:35:54	teacher008	teacher	15	The season of festivals (Xmas and New Year) = the festive season	The season of festivals (Xmas and New Year) = the festive season			scaffolding	lexical resource,meaning		
2020-12-15 13:36:03	student009	student	16	oh	oh						
2020-12-15 13:36:18	teacher008	teacher	17	in this culture, obviously. In different countries there will be different festive seasons	in this culture, obviously. In different countries there will be different festive seasons			scaffolding	lexical resource,meaning		
2020-12-15 13:36:33	teacher008	teacher	18	Yes, you can also say 'a festive mood / spirit'	Yes, you can also say 'a festive mood / spirit'			scaffolding	lexical resource		
2020-12-15 13:36:37	teacher008	teacher	19	festive decorations	festive decorations			scaffolding	lexical resource		
2020-12-15 13:36:41	teacher008	teacher	20	festive food	festive food			scaffolding	lexical resource		
2020-12-15 13:36:46	teacher008	teacher	21	things like that	things like that						
2020-12-15 13:36:56	teacher008	teacher	22	fEstive, the stress is on the first syllable	fEstive, the stress is on the first syllable			scaffolding	lexical resource,speaking		
2020-12-15 13:37:11	teacher008	teacher	23	When is the start of your school holidays?	When is the start of your school holidays?		2c	topic development			
2020-12-15 13:37:27	student009	student	24	on 25th	on the 25th						
