timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-12-10 13:31:17	student015	student	1	Hello, <TEACHER>.	Hello, <TEACHER>.		1.0	opening			
2020-12-10 13:31:20	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-12-10 13:31:24	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2020-12-10 13:31:42	student015	student	4	I'm sorry I didn't have time to chat with you on Monday this week.	I'm sorry I didn't have time to chat with you on Monday this week.		1a				
2020-12-10 13:31:48	student015	student	5	I'm OK.	I'm OK.	3.0					
2020-12-10 13:31:54	student015	student	6	Thanks	Thanks						
2020-12-10 13:32:47	teacher008	teacher	7	No problem! Life gets in the way	No problem! Life gets in the way	4.0					
2020-12-10 13:33:08	teacher008	teacher	8	How's your week? Sounds like it has been very busy?	How's your week? Sounds like it has been very busy?		2a	topic development			
2020-12-10 13:33:56	student015	student	9	Yes. Actually I was really busy the other day.	Yes. Actually I was really busy the other day.						
2020-12-10 13:34:08	student015	student	10	But now I'm OK.	But now I'm OK.						
2020-12-10 13:34:38	teacher008	teacher	11	I see! What type of AI are you actually working with?	I see! What type of AI are you actually working with?		2b	topic development			
2020-12-10 13:35:47	student015	student	12	In my work, we use machine learning algorithms to score the risk of customers.	In my work, we use machine learning algorithms to calculate the risk to customers.						
2020-12-10 13:36:30	student015	student	13	Financial risk	Financial risk						
2020-12-10 13:36:51	teacher008	teacher	14	Ok, interesting! Which customers?	Ok, interesting! Which customers?						
2020-12-10 13:38:19	student015	student	15	We concentrate on customers who buy things online or who want to buy things use installment.	We concentrate on customers who buy things online or who want to buy things in installments.						
2020-12-10 13:39:51	teacher008	teacher	16	oh, do you mean they pay in instalments? in parts rather than the whole sum?	oh, do you mean they pay in instalments? in parts rather than the whole sum?			repair	lexical resource		
2020-12-10 13:40:06	student015	student	17	JD company in China is like the Amazon website in the UK.	JD company in China is like the Amazon website in the UK.	15.0					
2020-12-10 13:40:32	student015	student	18	Yes. Pay in installment	Yes. Pay in installments	16.0					
2020-12-10 13:40:37	teacher008	teacher	19	Ah, ok!	Ah, ok!						
2020-12-10 13:40:59	teacher008	teacher	20	So you're calculating the risk to customers who choose to pay for good in instalments?	So you're calculating the risk to customers who choose to pay for good in instalments?			repair	lexical resource		
2020-12-10 13:41:06	teacher008	teacher	21	or your AI does	or your AI does						
2020-12-10 13:41:15	teacher008	teacher	22	*for goods	*for goods	20.0		repair	writing		
2020-12-10 13:42:29	student015	student	23	We use algorithms which come from AI do this job.	We use algorithms which come from AI to do this job.	21.0					
2020-12-10 13:42:43	teacher008	teacher	24	I see, interesting!	I see, interesting!						
2020-12-10 13:43:07	teacher008	teacher	25	JD is a sports shop in the UK :)	JD is a sports shop in the UK :)						
2020-12-10 13:44:04	student015	student	26	Haha. OK.	Haha. OK.						
2020-12-10 13:44:07	teacher008	teacher	27	Pay in installments' is spelled with double ll in US English and only one l in UK English ('pay in instalments')	Pay in installments' is spelled with double ll in US English and only one l in UK English ('pay in instalments')			scaffolding	lexical resource,writing		
2020-12-10 13:44:23	teacher008	teacher	28	Yes, a place where people go to buy trainers :)	Yes, a place where people go to buy trainers :)	26.0					
2020-12-10 13:44:35	student015	student	29	OK.	OK.	27.0					
2020-12-10 13:45:16	teacher008	teacher	30	Are you looking forward to the weekend?	Are you looking forward to the weekend?		3.0	topic opening			
2020-12-10 13:46:10	student015	student	31	Yes. This weekends I will go to my parents' place.	Yes. This weekend I'm going to my parents' place.						
2020-12-10 13:46:38	student015	student	32	I haven’t go to see my parents two months.	I haven’t been to see my parents for two months.						
2020-12-10 13:46:44	teacher008	teacher	33	Ok, is this your plan or something you have just decided to do? :)	Ok, is this your plan or something you have just decided to do? :)		3a	eliciting,repair	grammatical resource		
2020-12-10 13:47:04	teacher008	teacher	34	Oh, I see! Sounds lovely, hope you have a great time!	Oh, I see! Sounds lovely, hope you have a great time!	32.0					
2020-12-10 13:47:15	student015	student	35	I have already buy the train tickets.	I have already bought the train tickets.	33.0					
2020-12-10 13:48:00	teacher008	teacher	36	Ok, so it's a plan. Do you remember the ways to talk about plans?	Ok, so it's a plan. Do you remember the ways to talk about plans?			eliciting	grammatical resource		
2020-12-10 13:48:04	teacher008	teacher	37	grammatically	grammatically						
2020-12-10 13:48:58	student015	student	38	I go to my parents' place at 19:00 on Friday this week.	I'm going to my parents' place at 19:00 on Friday this week.						
2020-12-10 13:49:31	teacher008	teacher	39	Remember we were talking about present continous / going to for plans?	Remember we were talking about present continous / going to for plans?			eliciting	grammatical resource		
2020-12-10 13:49:41	teacher008	teacher	40	For example, this weekend I'm going to bake a cake	For example, this weekend I'm going to bake a cake			scaffolding	grammatical resource		
2020-12-10 13:49:53	teacher008	teacher	41	I'm going to take my son for a swim at the swimming pool	I'm going to take my son for a swim at the swimming pool			scaffolding	grammatical resource		
2020-12-10 13:51:02	student015	student	42	Yes. We use 'present continous' with schedule time.	Yes. We use 'present continuous' with scheduled time.	39.0					
2020-12-10 13:51:06	student015	student	43	Right?	Right?						
2020-12-10 13:51:31	teacher008	teacher	44	Not quite! We use present simple for schedules. For example, I start work at 10 am tomorrow	Not quite! We use present simple for schedules. For example, I start work at 10 am tomorrow			scaffolding	grammatical resource		
2020-12-10 13:51:39	teacher008	teacher	45	we use present continous for plans	we use present continous for plans			scaffolding	grammatical resource		
2020-12-10 13:52:26	teacher008	teacher	46	I'm going to buy a Christmas present for my husband this weekend	I'm going to buy a Christmas present for my husband this weekend			scaffolding	grammatical resource		
2020-12-10 13:52:31	student015	student	47	OK.	OK.						
2020-12-10 13:52:52	teacher008	teacher	48	this is actually an example with 'going to'	this is actually an example with 'going to'			scaffolding	grammatical resource		
2020-12-10 13:53:08	teacher008	teacher	49	I'm calling my friend on Skype tonight	I'm calling my friend on Skype tonight			scaffolding	grammatical resource		
2020-12-10 13:53:21	teacher008	teacher	50	My friend and I have arranged to call on Skype, it's our plan	My friend and I have arranged to call on Skype, it's our plan			scaffolding	grammatical resource		
2020-12-10 13:53:44	teacher008	teacher	51	How would you change your sentence about going to your parents'?	How would you change your sentence about going to your parents'?		3b	eliciting,repair	grammatical resource		
2020-12-10 13:54:23	student015	student	52	I'm going to my parent’s place on Friday.	I'm going to my parents' place on Friday.						
2020-12-10 13:54:49	teacher008	teacher	53	Yes! I like it))	Yes! I like it))						
2020-12-10 13:55:09	student015	student	54	OR I will go to my parents' place on Friday. Right?	OR I will go to my parents' place on Friday. Right?		3c	enquiry	grammatical resource		
2020-12-10 13:55:25	teacher008	teacher	55	We use will for something we've just decided to do	We use will for something we've just decided to do			scaffolding	grammatical resource		
2020-12-10 13:55:43	teacher008	teacher	56	Oh, you know what, I think I'll call my parents!	Oh, you know what, I think I'll call my parents!			scaffolding	grammatical resource		
2020-12-10 13:56:05	teacher008	teacher	57	will' shows that I've just decided to call my parents, it's not something I've been planning to do	will' shows that I've just decided to call my parents, it's not something I've been planning to do			scaffolding	grammatical resource		
2020-12-10 13:56:19	student015	student	58	OK.	OK.						
2020-12-10 13:56:27	teacher008	teacher	59	and you can use 'will' with phrases like 'I think / I hope'	and you can use 'will' with phrases like 'I think / I hope'			scaffolding	grammatical resource		
2020-12-10 13:56:52	teacher008	teacher	60	I hope we will fix climate change problems soon	I hope we will fix climate change problems soon			scaffolding	grammatical resource		
2020-12-10 13:57:03	teacher008	teacher	61	I think Christmas will be different this year	I think Christmas will be different this year			scaffolding	grammatical resource		
2020-12-10 13:57:05	teacher008	teacher	62	things like this	things like this						
2020-12-10 13:57:23	student015	student	63	OK.	OK.						
2020-12-10 13:57:58	teacher008	teacher	64	Ok! Shall we look at another B2 writing task?	Ok! Shall we look at another B2 writing task?		4.0	exercise	writing	textbook	
2020-12-10 13:58:09	student015	student	65	OK.	OK.						
2020-12-10 13:58:39	teacher008	teacher	66	This is one of the options for Part 2 writing. An informal email	This is one of the options for Part 2 writing. An informal email						
