timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-03-30 09:30:55	student007	student	1	Good afternoon <TEACHER>.	Good afternoon <TEACHER>.		1.0	opening			
2020-03-30 09:31:08	teacher001	teacher	2	Good afternoon to you <STUDENT> - all OK with you?	Good afternoon to you <STUDENT> - all OK with you?						
2020-03-30 09:31:11	student007	student	3	how was your interview today?	how was your interview today?		2.0	topic opening			
2020-03-30 09:31:41	teacher001	teacher	4	Ah well in the end it was cancelled so I've had a free hour ....	Ah well in the end it was cancelled so I've had a free hour ....						
2020-03-30 09:32:00	teacher001	teacher	5	I've been helping my daughter with her homework.	I've been helping my daughter with her homework.						
2020-03-30 09:32:07	student007	student	6	yes, today the UK's time has changed, I have a little bit confused	yes, today the UK time has changed, I'm a little bit confused	2.0	3.0	topic opening			
2020-03-30 09:32:26	student007	student	7	wow, that was great	wow, that was great	5.0					
2020-03-30 09:32:44	teacher001	teacher	8	Oh yes of course - did you get the time wrong for your morning lesson?	Oh yes of course - did you get the time wrong for your morning lesson?	6.0					
2020-03-30 09:33:22	student007	student	9	of course, I was late for an hour.	of course, I was an hour late.						
2020-03-30 09:34:13	teacher001	teacher	10	Oh no! Yes I thought of warning you by email about the time change...but i didn't of course	Oh no! Yes I thought of warning you by email about the time change...but i didn't of course						
2020-03-30 09:34:27	teacher001	teacher	11	The school should have thought of that I think!	The school should have thought of that I think!						
2020-03-30 09:34:30	student007	student	12	because the time difference has changed from 8 hours to 7 hours.	because the time difference has changed from 8 hours to 7 hours.						
2020-03-30 09:34:50	teacher001	teacher	13	Yes sure - So actually it's quite a late start for you	Yes sure - So actually it's quite a late start for you						
2020-03-30 09:35:09	student007	student	14	yes..but it is ok, because I change my computer's time into the UK's time.	yes..but it is ok, because I've changed the time on my computer into the UK time.						
2020-03-30 09:35:25	teacher001	teacher	15	OK good idea	OK good idea						
2020-03-30 09:35:37	student007	student	16	after that I can on time everyday.	now I can be on time everyday.						
2020-03-30 09:35:42	teacher001	teacher	17	So you're still in quarantine right?	So you're still in quarantine right?		3a	topic development			
2020-03-30 09:36:01	student007	student	18	it is an really effective way	it is a really effective way	16.0					
2020-03-30 09:36:39	student007	student	19	yes, I have one more a week	yes, I have one more a week	17.0					
2020-03-30 09:37:32	teacher001	teacher	20	Right - is it difficult or are you coping ok?	Right - is it difficult or are you coping ok?		3b	topic development			
2020-03-30 09:38:54	student007	student	21	I suppose the quarantine time is become better lifestyle, haha...	I suppose I have had a better lifestyle during the quarantine, haha...						
2020-03-30 09:39:53	teacher001	teacher	22	Ha! Really? Because you have a healthier  diet?!	Ha! Really? Because you have a healthier  diet?!						
2020-03-30 09:41:09	student007	student	23	because i nurses provided meals on time everyday, and I can do everything on time, such as reading, learning and so on. just one thing have to obey which is stay at room	Because nurses provide meals on time every day, and I can do everything on time, such as reading, learning and so on. Just one thing I have to obey, which is stay in my room						
2020-03-30 09:42:27	teacher001	teacher	24	Ah right - so you can be more self-disciplined - you have a structure to your day...I guess maybe all the English classes you;re having help maybe?	Ah right - so you can be more self-disciplined - you have a structure to your day...I guess maybe all the English classes you;re having help maybe?		3c	topic development			
2020-03-30 09:43:14	student007	student	25	I really have more health lifestyle than before. for example, drinking much water a day and do more indoor physical activities.	I really have a healthier lifestyle than before. For example, I drink a lot of water every day and do more indoor physical activities.	23.0					
2020-03-30 09:44:28	teacher001	teacher	26	Sounds good - what kind of exercise are you doing?	Sounds good - what kind of exercise are you doing?						
2020-03-30 09:48:03	student007	student	27	of course, in particular your English class is the best one I	of course, in particular your English class is the best one	24.0					
2020-03-30 09:48:12	student007	student	28	sorry, I lost my internet	sorry, I lost my internet		4.0	disruption			
2020-03-30 09:48:30	teacher001	teacher	29	no problem - I got your praise before it cut out!	no problem - I got your praise before it cut out!	27, 28					
2020-03-30 09:49:33	teacher001	teacher	30	So <STUDENT> - to get going can I give you an esay question and ask you to give me some synonyms you could use in your two-sentence intro?	So <STUDENT> - to get going can I give you an esay question and ask you to give me some synonyms you could use in your two-sentence intro?		5.0	exercise	writing,lexical resource		
2020-03-30 09:49:48	student007	student	31	like push-up..which can improve my muscle,..haha	like push-ups..which can improve my muscles,..haha	26.0					
2020-03-30 09:50:01	student007	student	32	yes, let's start	yes, let's start	30.0					
2020-03-30 09:50:24	teacher001	teacher	33	OK right! Well good luck with that  - although you have to keep going for more than a week I guess....	OK right! Well good luck with that  - although you have to keep going for more than a week I guess....	31.0					
2020-03-30 09:50:32	teacher001	teacher	34	OK here's the question hold on	OK here's the question hold on	32.0					
2020-03-30 09:50:44	teacher001	teacher	35	Our personalities are predetermined as a result of our genes and there is nothing we can do to change them. To what extent do you agree?	Our personalities are predetermined as a result of our genes and there is nothing we can do to change them. To what extent do you agree?						
2020-03-30 09:52:14	student007	student	36	personalities = characteristic	personalities = characteristics						
