timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-02-22 11:41:09	teacher001	teacher	1	Hi <STUDENT> how are you? Ok?	Hi <STUDENT> how are you? Ok?		1.0	opening			
2020-02-22 11:41:45	student005	student	2	fine thanks	fine thanks						
2020-02-22 11:42:32	teacher001	teacher	3	Ok great- by the way is <STUDENT'S SHORT NAME> a short form for <STUDENT'S FULL NAME> in speaking?	Ok great- by the way is <STUDENT'S SHORT NAME> a short form for <STUDENT'S FULL NAME> in speaking?		2.0	topic opening			
2020-02-22 11:43:13	student005	student	4	yes it is	yes it is						
2020-02-22 11:43:37	teacher001	teacher	5	Ok yes not surprising i guess!	Ok yes not surprising i guess!						
2020-02-22 11:43:54	teacher001	teacher	6	Ok so you have the museum pie charts right?	Ok so you have the museum pie charts right?		3.0	exercise	writing		
2020-02-22 11:44:06	student005	student	7	yes!	yes!						
2020-02-22 11:44:44	teacher001	teacher	8	Ok so....could you try an intro for them please?!	Ok so....could you try an intro for them please?!						
2020-02-22 11:45:22	teacher001	teacher	9	Take a minute....and show me your idea....ok	Take a minute....and show me your idea....ok						
2020-02-22 11:47:35	student005	student	10	both of charts illustrate the different visitors' reactions at ashdown museum before and after his renovation	Both charts illustrate different visitors' reactions to Ashdown museum before and after its renovation						
2020-02-22 11:48:16	teacher001	teacher	11	Ok thanks <STUDENT> hold on...	Ok thanks <STUDENT> hold on...						
2020-02-22 11:50:45	teacher001	teacher	12	Yes pretty good actually! The big idea is fine definitely...Just a couple of small things...so can you write it again with tbe following changes: delete one 'tbe' and change 'at' and 'his' ok?! d	Yes pretty good actually! The big idea is fine definitely...Just a couple of small things...so can you write it again with tbe following changes: delete one 'tbe' and change 'at' and 'his' ok?! d		3a	eliciting,repair	grammatical resource,lexical resource		
2020-02-22 11:50:59	teacher001	teacher	13	Sorry 'the'	Sorry 'the'			repair	writing		
2020-02-22 11:53:20	teacher001	teacher	14	Ahhh sorry <STUDENT> no ..your 'the' is fine actually but you need to delete 'of' ok?	Ahhh sorry <STUDENT> no ..your 'the' is fine actually but you need to delete 'of' ok?	12.0		repair	content		
2020-02-22 11:53:40	student005	student	15	both of charts illustrate the different reactions' about ashdown museum before and after  the renovation	Both charts illustrate different reactions to Ashdown museum before and after  the renovation						
2020-02-22 11:54:03	student005	student	16	both the charts?	both the charts?			enquiry	grammatical resource		
2020-02-22 11:55:04	student005	student	17	sorry	sorry	15.0					
2020-02-22 11:55:13	student005	student	18	visitors' reactions	visitors' reactions	15.0		repair	writing		
2020-02-22 11:55:35	teacher001	teacher	19	Ok thanks so...Botb charts illustrate the different reactions to Ashdown museum before and after its renovation = good	Ok thanks so...Botb charts illustrate the different reactions to Ashdown museum before and after its renovation = good			scaffolding	grammatical resource,lexical resource		
2020-02-22 11:56:00	student005	student	20	super	super						
2020-02-22 11:56:26	teacher001	teacher	21	Look at this pattern: reply answer reaction etc TO something ok?	Look at this pattern: reply answer reaction etc TO something ok?		3b	scaffolding	grammatical resource		
2020-02-22 11:56:44	student005	student	22	it's strange	it's strange						
2020-02-22 11:56:55	teacher001	teacher	23	Not for me!	Not for me!						
2020-02-22 11:57:04	student005	student	24	ahahha	ahahha						
2020-02-22 11:57:11	student005	student	25	understood	understood						
2020-02-22 11:57:18	teacher001	teacher	26	Ok):	Ok):						
2020-02-22 11:57:23	teacher001	teacher	27	Also...	Also...		3c				
2020-02-22 11:57:55	teacher001	teacher	28	Common mistake = most/both etc + of	Common mistake = most/both etc + of			scaffolding	grammatical resource		
2020-02-22 11:58:16	teacher001	teacher	29	If you say of you need to add 'the'	If you say of you need to add 'the'						
2020-02-22 11:58:44	student005	student	30	is it fine 'both of the charts'	Is it fine to say 'both of the charts'			enquiry	grammatical resource		
2020-02-22 11:58:46	student005	student	31	?	?						
