timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-09-30 11:33:14	student011	student	1	Hello, <TEACHER>!	Hello, <TEACHER>!		1.0	opening			
2020-09-30 11:33:38	teacher008	teacher	2	Hi <STUDENT>! )	Hi <STUDENT>! )						
2020-09-30 11:33:43	teacher008	teacher	3	How are you? All good?	How are you? All good?		2.0	topic opening			
2020-09-30 11:33:59	student011	student	4	I'm fine, thank you/ How are you?	I'm fine, thank you. How are you?						
2020-09-30 11:34:10	student011	student	5	How is the weather?	How is the weather?						
2020-09-30 11:34:17	teacher008	teacher	6	I'm good, thank you)	I'm good, thank you)	4.0					
2020-09-30 11:34:24	student011	student	7	Here we feel like in England today	Here we feel like in England today	5.0					
2020-09-30 11:34:33	student011	student	8	Rain rain rain )	Rain rain rain )						
2020-09-30 11:34:57	student011	student	9	All the day )	All day long )						
2020-09-30 11:35:04	teacher008	teacher	10	Well, it's not too bad at the moment but, according to the forecast, the rain should start this afternoon and not finish for the foreseeable future!	Well, it's not too bad at the moment but, according to the forecast, the rain should start this afternoon and not finish for the foreseeable future!	5.0					
2020-09-30 11:35:23	teacher008	teacher	11	Oh no, sounds miserable!	Oh no, sounds miserable!	9.0					
2020-09-30 11:35:45	student011	student	12	I like it	I like it						
2020-09-30 11:35:47	student011	student	13	)	)						
2020-09-30 11:35:50	student011	student	14	sorry )))	sorry )))						
2020-09-30 11:35:54	teacher008	teacher	15	miserable weather' is a very common way to describe it	miserable weather' is a very common way to describe it			scaffolding	lexical resource		
2020-09-30 11:36:00	teacher008	teacher	16	or 'a miserable day'	or 'a miserable day'			scaffolding	lexical resource		
2020-09-30 11:36:29	student011	student	17	Maybe if we have rain all the time I have some different opinion	Maybe if we had rain all the time I would have a different opinion	14.0					
2020-09-30 11:36:34	teacher008	teacher	18	Do you? Oh yes, you did say, because you can just work or do crafts with <STUDENT'S CHILD> and not feel guilty about not going out?	Do you? Oh yes, you did say, because you can just work or do crafts with <STUDENT'S CHILD> and not feel guilty about not going out?	12.0					
2020-09-30 11:36:48	teacher008	teacher	19	It gets really boring really fast here	It gets really boring really fast here	17.0					
2020-09-30 11:36:51	student011	student	20	yes, sure	yes, sure						
2020-09-30 11:37:18	student011	student	21	And actually I feel better in rainy days than in sub ones	And actually I feel better on rainy days than on sunny ones		2a	topic development			
2020-09-30 11:37:25	student011	student	22	sunny, sorry	sunny, sorry			repair	writing		
2020-09-30 11:37:41	teacher008	teacher	23	By the way, 'how's the weather?' is fine, but a good way to ask abou the weather is also 'What's the weather like?'	By the way, 'how's the weather?' is fine, but a good way to ask abou the weather is also 'What's the weather like?'		2b	scaffolding	lexical resource		
