timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-01-29 12:02:49	student014	student	1	Hello!	Hello!		1.0	opening			
2021-01-29 12:03:07	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2021-01-29 12:03:12	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2021-01-29 12:03:58	student014	student	4	Fine thank you :) Happy that the weekend is almost here..what about you?	Fine thank you :) Happy that the weekend is almost here..what about you?						
2021-01-29 12:04:46	teacher008	teacher	5	About the same as you! No homeschooling for two days :)	About the same as you! No homeschooling for two days :)						
2021-01-29 12:05:47	student014	student	6	Lockdowns...I wonder when they'll finish...	Lockdowns...I wonder when they'll finish...						
2021-01-29 12:05:50	teacher008	teacher	7	We've got a tentative date for the return of schools, 8 March	We've got a tentative date for the return of schools, 8 March						
2021-01-29 12:06:26	student014	student	8	Here I believe they are talking about mid February, but they have already delayed it a few times...	Here I believe they are talking about mid-February, but they have already delayed it a few times...						
2021-01-29 12:06:36	student014	student	9	moreover vaccinations aren't going very well..	moreover vaccinations aren't going very well..						
2021-01-29 12:07:11	teacher008	teacher	10	Yes, I've heard!	Yes, I've heard!						
2021-01-29 12:07:31	teacher008	teacher	11	Is the UK fast-spreading variant in Austria / Italy yet? I hope it isn't!	Is the UK fast-spreading variant in Austria / Italy yet? I hope it isn't!						
2021-01-29 12:07:56	student014	student	12	I think they found a few cases, but so far it isn't widespread...	I think they found a few cases, but so far it isn't widespread...						
2021-01-29 12:08:19	teacher008	teacher	13	They are being very cautious with promises and deadlines here, since they spent most of 2020 overpromising and underdelivering	They are being very cautious with promises and deadlines here, since they spent most of 2020 overpromising and underdelivering	8.0					
2021-01-29 12:08:32	teacher008	teacher	14	I hope they'll be able to contain them!	I hope they'll be able to contain them!	12.0					
2021-01-29 12:09:20	student014	student	15	I hope that too...but I also hope that they'll fix the problem with vaccines and end this covid stoy for good...	I hope so too...but I also hope that they'll fix the problem with vaccines and end this covid story for good...						
2021-01-29 12:09:56	teacher008	teacher	16	Definitely, it can't happen too soon!	Definitely, it can't happen too soon!						
2021-01-29 12:11:05	student014	student	17	In the meanwhile the Italian government has fallen and we still don't know if we'll have to vote again or the parties will find an agreement and propose a new government..	In the meanwhile the Italian government has fallen and we still don't know if we'll have to vote again or the parties will find an agreement and propose a new government..		2a	topic development			
2021-01-29 12:11:25	teacher008	teacher	18	At the end of March it will be a year since the first lockdown started, and my son will have spent 9 months at home out of 12. I can't say I don't like this, to be honest :)	At the end of March it will be a year since the first lockdown started, and my son will have spent 9 months at home out of 12. I can't say I don't like this, to be honest :)		2b	topic development			
2021-01-29 12:12:09	student014	student	19	Me niether...the same is true for my second son who is now 17 months, he has lived more than half of his life with a world-spread ragin pandemic	Me niether...the same is true for my second son who is now 17 months old, he has lived more than half of his life with a raging worldwide pandemic						
2021-01-29 12:12:09	teacher008	teacher	20	Oh goodness! I've been focusing on corona news at home too much, I've completely missed that!	Oh goodness! I've been focusing on corona news at home too much, I've completely missed that!	17.0					
2021-01-29 12:12:46	teacher008	teacher	21	Yes, indeed, most of his life!	Yes, indeed, most of his life!	19.0					
2021-01-29 12:12:58	teacher008	teacher	22	What happened? Was it a coup, in Italy?	What happened? Was it a coup, in Italy?	20.0					
2021-01-29 12:13:16	student014	student	23	Well...Italy is notorious for its short-lived governments...during the seventies there was one year with three different governments!	Well...Italy is notorious for its short-lived governments...during the seventies there was one year with three different governments!						
2021-01-29 12:13:43	student014	student	24	The prime minister didn't have enough support from the parties and had to resign	The prime minister didn't have enough support from the parties and had to resign						
2021-01-29 12:14:07	teacher008	teacher	25	I see! Are you glad or disappointed?	I see! Are you glad or disappointed?						
