timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-03-12 10:31:33	student011	student	1	Hi, <TEACHER>	Hi, <TEACHER>		1.0	opening			
2021-03-12 10:31:47	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2021-03-12 10:32:15	student011	student	3	How are you?	How are you?		2.0	topic opening			
2021-03-12 10:33:10	teacher008	teacher	5	Good, thank you! But my laptop's being weird this morning, I'm restarting it and chatting on my phone at the moment, which is slower. Sorry about that!	Good, thank you! But my laptop's being weird this morning, I'm restarting it and chatting on my phone at the moment, which is slower. Sorry about that!						
2021-03-12 10:33:17	teacher008	teacher	6	How are you?	How are you?		2a	topic development			
2021-03-12 10:33:40	student011	student	7	It's ok, don't worry	It's ok, don't worry	5.0					
2021-03-12 10:34:12	student011	student	8	I'm ok. I've had a yoga lesson	I'm ok. I've had a yoga lesson	6.0					
2021-03-12 10:34:32	student011	student	9	It is snow again in Kyiv (	It is snowing again in Kyiv (						
2021-03-12 10:34:34	teacher008	teacher	10	Was it nice?	Was it nice?	8.0					
2021-03-12 10:34:39	teacher008	teacher	11	Oh really?	Oh really?	9.0					
2021-03-12 10:35:03	teacher008	teacher	12	Are getting a bit fed up with the winter?	Are getting a bit fed up with the winter?						
2021-03-12 10:35:29	student011	student	13	It was nice, thank you. I feel more relaxed after it and at the same time I feel more strong )	It was nice, thank you. I feel more relaxed after it and at the same time I feel stronger )	10.0					
2021-03-12 10:35:33	student011	student	14	ups	oops						
2021-03-12 10:35:36	student011	student	15	stronger )	stronger )			repair	grammatical resource		
2021-03-12 10:36:42	student011	student	16	I'm completely fed up with the winter! ))	I'm completely fed up with the winter! ))	12.0					
2021-03-12 10:36:52	teacher008	teacher	17	Yaay, I'm on my laptop now!	Yaay, I'm on my laptop now!		3.0	disruption			
2021-03-12 10:36:56	student011	student	18	Hi ))	Hi ))						
2021-03-12 10:36:58	teacher008	teacher	19	I can imagine!	I can imagine!	16.0					
2021-03-12 10:37:18	teacher008	teacher	20	It's not nice here either. Cold and very windy!	It's not nice here either. Cold and very windy!						
2021-03-12 10:37:59	teacher008	teacher	21	Sooo, how did you like the interview?	Sooo, how did you like the interview?		4.0	topic opening	listening		
2021-03-12 10:38:10	student011	student	22	it's windy here too	it's windy here too	20.0					
2021-03-12 10:38:23	student011	student	23	I really like it	I really liked it	21.0					
2021-03-12 10:38:42	student011	student	24	I was confused about the house	I was confused about the house						
2021-03-12 10:39:22	student011	student	25	Because I didn't want that sitcom about the prince )	Because I didn't know that sitcom about the prince )						
2021-03-12 10:39:29	student011	student	26	But I googled it )	But I googled it )						
2021-03-12 10:39:33	teacher008	teacher	27	Oh, from the Fresh Prince of Bel-Air?	Oh, from the Fresh Prince of Bel-Air?						
2021-03-12 10:39:38	student011	student	28	Yes )	Yes )						
2021-03-12 10:39:46	teacher008	teacher	29	Yes, it's an old American sitcom, you're absolutely right!	Yes, it's an old American sitcom, you're absolutely right!						
2021-03-12 10:40:08	teacher008	teacher	30	with Will Smith I think	with Will Smith I think						
2021-03-12 10:40:19	student011	student	31	I wrote about on the Wikipedia	I read about it in Wikipedia						
2021-03-12 10:40:29	student011	student	32	not THE Wiki?	not THE Wiki?		4a	enquiry	grammatical resource		
2021-03-12 10:40:51	teacher008	teacher	33	Yes, the Wikipedia, that's right :)	Yes, the Wikipedia, that's right :)			scaffolding	grammatical resource		
2021-03-12 10:40:51	student011	student	34	Yes, you are right. With All Smith	Yes, you are right. With Will Smith	30.0					
2021-03-12 10:41:16	student011	student	35	The Wikipedia, but just Twitter or Facebook?	The Wikipedia, but just Twitter or Facebook?	33.0		enquiry	grammatical resource		
2021-03-12 10:41:43	student011	student	36	Instagram, TikTok, Clubhouse? ))	Instagram, TikTok, Clubhouse? ))						
2021-03-12 10:41:51	teacher008	teacher	37	Let me check, I've started to doubt it	Let me check, I've started to doubt it						
2021-03-12 10:42:39	teacher008	teacher	38	Yes, I think it's just 'Wikipedia', sorry!	Yes, I think it's just 'Wikipedia', sorry!			repair,scaffolding	grammatical resource		
2021-03-12 10:42:48	teacher008	teacher	39	You know your social media better than I do!	You know your social media better than I do!	36.0					
2021-03-12 10:43:41	student011	student	40	Thank you	Thank you						
2021-03-12 10:43:58	student011	student	41	But I felt like I need THE before Wikipedia too	But I felt like I need THE before Wikipedia too						
2021-03-12 10:44:40	student011	student	42	Maybe it's false feeling )	Maybe it's a false feeling )						
2021-03-12 10:45:09	teacher008	teacher	43	Yes, I know what you mean.	Yes, I know what you mean.						
2021-03-12 10:45:19	teacher008	teacher	44	like 'the Encyclopedia Britannica'	like 'the Encyclopedia Britannica'			scaffolding	grammatical resource		
2021-03-12 10:45:28	teacher008	teacher	45	or 'the Big Soviet Encyclopedia'	or 'the Big Soviet Encyclopedia'			scaffolding	grammatical resource		
2021-03-12 10:46:28	student011	student	46	Yes! Maybe it's because of 'pedia' )	Yes! Maybe it's because of 'pedia' )						
2021-03-12 10:48:29	teacher008	teacher	48	My favourite bit of the interview was when they were having a cup of tea on the bus :) and they spilled it (I now have <TEACHER'S CHILD>'s sense of humour)	My favourite bit of the interview was when they were having a cup of tea on the bus :) and they spilled it (I now have <TEACHER'S CHILD>'s sense of humour)		4b	topic development			
2021-03-12 10:48:32	student011	student	51	Are you here?	Are you here?		5.0	disruption			
2021-03-12 10:49:19	teacher008	teacher	52	hello	hello						
2021-03-12 10:52:52	student011	student	53	Ah, ok	Ah, ok						
2021-03-12 10:53:16	student011	student	56	It looks like he chat doesn't work well today	It looks like the chat isn't working well today						
2021-03-12 10:54:47	student011	student	58	HI )	HI )						
2021-03-12 10:56:37	teacher008	teacher	59	hello hello	hello hello						
2021-03-12 10:59:41	teacher008	teacher	63	hi	hi						
2021-03-12 10:59:42	student011	student	65	kuku	kuku						
2021-03-12 10:59:42	teacher008	teacher	66	hello	hello						
2021-03-12 11:00:23	teacher008	teacher	67	hi	hi						
2021-03-12 11:00:32	teacher008	teacher	68	Oh my goodness, it's working!!!!	Oh my goodness, it's working!!!!						
2021-03-12 11:00:48	teacher008	teacher	69	Fingers crossed!!	Fingers crossed!!						
2021-03-12 11:01:36	student011	student	70	Yes )	Yes )						
2021-03-12 11:01:59	teacher008	teacher	71	We're on)) Let's just hope it keeps working	We're on)) Let's just hope it keeps working						
2021-03-12 11:02:06	student011	student	72	)	)						
2021-03-12 11:02:47	teacher008	teacher	73	Ok, how about we look back at our words, and you can try to remember who said them in the interview and what it was about, ok?	Ok, how about we look back at our words, and you can try to remember who said them in the interview and what it was about, ok?		6.0	exercise,revision	writing,lexical resource,listening		
2021-03-12 11:03:01	student011	student	74	Ok, Let's try )	Ok, Let's try )						
2021-03-12 11:03:12	teacher008	teacher	75	We've got 'hidden gems' and 'a (bus) fare'	We've got 'hidden gems' and 'a (bus) fare'						
2021-03-12 11:03:34	student011	student	76	Ok it was about LA	Ok it was about LA						
2021-03-12 11:04:48	student011	student	77	James Corden was talking about it	James Corden was talking about it						
