timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-10-12T10:31:18+00:00+00:00+00:00	student011	student	1	Hi, <TEACHER>!	Hi, <TEACHER>!		1.0	opening			
2020-10-12T10:31:26+00:00+00:00+00:00	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-10-12T10:31:32+00:00+00:00+00:00	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2020-10-12T10:31:54+00:00+00:00+00:00	student011	student	4	Fine, thank you	Fine, thank you						
2020-10-12T10:32:00+00:00+00:00+00:00	student011	student	5	An you?	And you?						
2020-10-12T10:32:03+00:00+00:00+00:00	student011	student	6	and	and			repair	writing		
2020-10-12T10:32:26+00:00+00:00+00:00	teacher008	teacher	7	All good, thank you! Glad to be back at work as I was getting a bit fed up with decorating	All good, thank you! Glad to be back at work as I was getting a bit fed up with decorating		2a	topic development			
2020-10-12T10:32:59+00:00+00:00+00:00	student011	student	8	Is it finished already?	Is it finished yet?						
2020-10-12T10:33:32+00:00+00:00+00:00	teacher008	teacher	9	Yes, the walls are finished! I'm pleased about that! But our laminate order is significantly delayed!	Yes, the walls are finished! I'm pleased about that! But our laminate order is significantly delayed!						
2020-10-12T10:33:58+00:00+00:00+00:00	teacher008	teacher	10	I'm not pleased about that. Appalling customer service!	I'm not pleased about that. Appalling customer service!						
2020-10-12T10:34:18+00:00+00:00+00:00	student011	student	11	What they say?	What do they say?						
2020-10-12T10:34:32+00:00+00:00+00:00	teacher008	teacher	12	What __ they say?	What __ they say?		2b	eliciting,repair	grammatical resource		
2020-10-12T10:34:43+00:00+00:00+00:00	student011	student	13	do	do						
2020-10-12T10:34:49+00:00+00:00+00:00	teacher008	teacher	14	correct :)	correct :)						
2020-10-12T10:34:51+00:00+00:00+00:00	student011	student	15	)	)						
2020-10-12T10:35:15+00:00+00:00+00:00	student011	student	16	I felt like I missed something important )))	I felt like I missed something important )))						
2020-10-12T10:35:17+00:00+00:00+00:00	teacher008	teacher	17	Well, they said it's 'because of Covid' but what makes me angry is that they didn't call us to inform us, we called them!	Well, they said it's 'because of Covid' but what makes me angry is that they didn't call us to inform us, we called them!	11.0					
2020-10-12T10:35:36+00:00+00:00+00:00	student011	student	18	ohh, as usual	ohh, as usual						
2020-10-12T10:35:44+00:00+00:00+00:00	student011	student	19	Same story in Ukraine	Same story in Ukraine						
2020-10-12T10:35:48+00:00+00:00+00:00	teacher008	teacher	20	And they also say we can't get a refund, which I'm sure is against the law!	And they also say we can't get a refund, which I'm sure is against the law!						
2020-10-12T10:36:03+00:00+00:00+00:00	student011	student	21	If you need something you have to ask about	If you need something you have to ask about	19.0					
2020-10-12T10:36:13+00:00+00:00+00:00	teacher008	teacher	22	They should have called and said, 'We are very sorry, but there is a delay. Would you like a refund or are you willing to wait?	They should have called and said, 'We are very sorry, but there is a delay. Would you like a refund or are you willing to wait?						
2020-10-12T10:36:25+00:00+00:00+00:00	teacher008	teacher	23	That's what I imagine to be good customer service))	That's what I imagine to be good customer service))						
2020-10-12T10:36:28+00:00+00:00+00:00	student011	student	24	The refund for the delay?	The refund for the delay?						
2020-10-12T10:36:53+00:00+00:00+00:00	teacher008	teacher	25	The refund for the product. Because we have already paid!	The refund for the product. Because we have already paid!						
2020-10-12T10:37:28+00:00+00:00+00:00	student011	student	26	And now you don't want to wait?	And now you don't want to wait?						
2020-10-12T10:37:50+00:00+00:00+00:00	student011	student	27	Are you going to order laminate from the different company?	Are you going to order laminate from a different company?						
2020-10-12T10:38:12+00:00+00:00+00:00	teacher008	teacher	28	We're dithering. Do you know 'dither' When you think one thing, then another, then again	We're dithering. Do you know 'dither' When you think one thing, then another, then again		2c	scaffolding	lexical resource,meaning		
2020-10-12T10:38:50+00:00+00:00+00:00	student011	student	29	like hesitate?	like hesitate?						
2020-10-12T10:38:52+00:00+00:00+00:00	teacher008	teacher	30	I quite like the one we ordered. But is it too dark? Maybe not! Maybe yes! But there is a delay! But I like the laminate	I quite like the one we ordered. But is it too dark? Maybe not! Maybe yes! But there is a delay! But I like the laminate			scaffolding	lexical resource,meaning		
2020-10-12T10:38:54+00:00+00:00+00:00	teacher008	teacher	31	and so on	and so on						
2020-10-12T10:39:03+00:00+00:00+00:00	teacher008	teacher	32	Yes, exactly like 'hesitate'	Yes, exactly like 'hesitate'			scaffolding	lexical resource,meaning		
2020-10-12T10:39:13+00:00+00:00+00:00	teacher008	teacher	33	I'm dithering. I do it a lot))	I'm dithering. I do it a lot))			scaffolding	lexical resource,meaning		
2020-10-12T10:39:58+00:00+00:00+00:00	student011	student	34	me too	me too						
2020-10-12T10:40:06+00:00+00:00+00:00	student011	student	35	And I don't like it	And I don't like it						
2020-10-12T10:40:14+00:00+00:00+00:00	teacher008	teacher	36	It's not pleasant!	It's not pleasant!						
2020-10-12T10:40:23+00:00+00:00+00:00	teacher008	teacher	37	Well, dither is not exactly like hesitate	Well, dither is not exactly like hesitate	32.0	2d	repair	content		
2020-10-12T10:40:30+00:00+00:00+00:00	student011	student	38	But you know it's a quality of smart people )))	But you know it's a quality of smart people )))	36.0					
2020-10-12T10:40:53+00:00+00:00+00:00	teacher008	teacher	39	For example, I want to ask someone a question they might not like, but I hesitate (I'm nervous)	For example, I want to ask someone a question they might not like, but I hesitate (I'm nervous)	37.0		scaffolding	lexical resource		
2020-10-12T10:41:12+00:00+00:00+00:00	teacher008	teacher	40	But 'dithering' means it's hard for me to decide	But 'dithering' means it's hard for me to decide			scaffolding	lexical resource		
2020-10-12T10:41:21+00:00+00:00+00:00	teacher008	teacher	41	Yes, it is, that's true!	Yes, it is, that's true!	38.0					
2020-10-12T10:41:56+00:00+00:00+00:00	teacher008	teacher	42	Or I can hesitate because I can't remember the right word or am not sure how to pronounce it	Or I can hesitate because I can't remember the right word or am not sure how to pronounce it			scaffolding	lexical resource		
2020-10-12T10:42:01+00:00+00:00+00:00	student011	student	43	In Russian I think it's same	In Russian I think it's the same						
2020-10-12T10:42:09+00:00+00:00+00:00	student011	student	44	I'm not sure	I'm not sure						
2020-10-12T10:42:23+00:00+00:00+00:00	teacher008	teacher	45	But dithering is like, 'soup or sandwich for lunch?' 'soup or sandwich'	But dithering is like, 'soup or sandwich for lunch?' 'soup or sandwich'			scaffolding	lexical resource		
2020-10-12T10:42:28+00:00+00:00+00:00	teacher008	teacher	46	to be or not to be)))	to be or not to be)))			scaffolding	lexical resource		
2020-10-12T10:42:33+00:00+00:00+00:00	student011	student	47	)))	)))						
2020-10-12T10:42:40+00:00+00:00+00:00	teacher008	teacher	48	Yes, I think it's the same verb in Russian, isn't it?	Yes, I think it's the same verb in Russian, isn't it?	44.0					
2020-10-12T10:43:09+00:00+00:00+00:00	student011	student	49	That is the question )	That is the question )	47.0					
2020-10-12T10:43:18+00:00+00:00+00:00	student011	student	50	Soup or sandwich ))	Soup or sandwich ))						
2020-10-12T10:43:21+00:00+00:00+00:00	teacher008	teacher	51	Actually, I wanted to ask you, do you use an English-English dictionary?	Actually, I wanted to ask you, do you use an English-English dictionary?		3.0	topic opening			
2020-10-12T10:43:24+00:00+00:00+00:00	teacher008	teacher	52	Exactly))	Exactly))	50.0					
2020-10-12T10:43:33+00:00+00:00+00:00	teacher008	teacher	53	to cancel an order or to wait, in my case	to cancel an order or to wait, in my case						
2020-10-12T10:43:56+00:00+00:00+00:00	student011	student	54	I know that dark laminate could be quite	I know that dark laminate could be quite		2e	topic development			
2020-10-12T10:43:57+00:00+00:00+00:00	student011	student	55	hmmm	hmmm						
2020-10-12T10:44:08+00:00+00:00+00:00	student011	student	56	like 'markiy'in Russian )	like 'markiy'in Russian )			enquiry,non-English	lexical resource,code switching		
2020-10-12T10:44:28+00:00+00:00+00:00	teacher008	teacher	57	Easily stained? I thought it was white!	Easily stained? I thought it was white!			scaffolding	lexical resource		
2020-10-12T10:44:40+00:00+00:00+00:00	teacher008	teacher	58	I'll have to send you the link to the one I'm dithering about))	I'll have to send you the link to the one I'm dithering about))						
2020-10-12T10:44:55+00:00+00:00+00:00	student011	student	59	Sure, but dust	Sure, but dust	57.0					
2020-10-12T10:45:13+00:00+00:00+00:00	teacher008	teacher	60	Ah, I'm with you. You can see the dust easily?	Ah, I'm with you. You can see the dust easily?						
2020-10-12T10:45:48+00:00+00:00+00:00	student011	student	61	Yes! And I mean if surface is too dark you can see dust easier	Yes! And I mean if the surface is too dark you can see dust easier						
2020-10-12T10:46:04+00:00+00:00+00:00	student011	student	62	you can see THE dust?	you can see THE dust?		2f	enquiry	grammatical resource		
2020-10-12T10:46:55+00:00+00:00+00:00	teacher008	teacher	63	Hmm, I only used 'the' because you mentioned 'dust' in the previous turn	Hmm, I only used 'the' because you mentioned 'dust' in the previous turn			scaffolding	grammatical resource		
2020-10-12T10:47:07+00:00+00:00+00:00	teacher008	teacher	64	but you're right, you can see dust on dark laminate	but you're right, you can see dust on dark laminate			scaffolding	grammatical resource		
2020-10-12T10:47:27+00:00+00:00+00:00	teacher008	teacher	65	no article	no article			scaffolding	grammatical resource		
2020-10-12T10:47:56+00:00+00:00+00:00	student011	student	66	hm. It's too hard for me/ I mean articles )	hm. It's too hard for me/ I mean articles )						
2020-10-12T10:48:05+00:00+00:00+00:00	student011	student	67	Not to see dust )	Not to see dust )						
2020-10-12T10:48:34+00:00+00:00+00:00	teacher008	teacher	68	Oh yes, articles are extremely hard for speakers of Russian / Ukrainian because we don't feel the need for them)) We will definitely focus on articles, don't worry!	Oh yes, articles are extremely hard for speakers of Russian / Ukrainian because we don't feel the need for them)) We will definitely focus on articles, don't worry!						
2020-10-12T10:48:37+00:00+00:00+00:00	student011	student	69	Is your laminate dark dark?	Is your laminate dark dark?		2g				
2020-10-12T10:48:46+00:00+00:00+00:00	teacher008	teacher	70	Not really!	Not really!						
2020-10-12T10:49:15+00:00+00:00+00:00	teacher008	teacher	72	check this out	check this out						
2020-10-12T10:49:23+00:00+00:00+00:00	student011	student	73	And I know from our designer that you can see scratches on the dark laminate easily too	And I know from our designer that you can see scratches on dark laminate easily too						
2020-10-12T10:49:29+00:00+00:00+00:00	teacher008	teacher	74	oh no, bad link?	oh no, bad link?	72.0					
2020-10-12T10:50:06+00:00+00:00+00:00	teacher008	teacher	76	sorry, this should be better!	sorry, this should be better!						
2020-10-12T10:50:20+00:00+00:00+00:00	teacher008	teacher	77	Something strange is happening to URLs in this programme	Something strange is happening to URLs in this programme						
2020-10-12T10:50:34+00:00+00:00+00:00	student011	student	78	yes	yes						
2020-10-12T10:50:43+00:00+00:00+00:00	teacher008	teacher	79	Does it work?	Does it work?						
2020-10-12T10:50:53+00:00+00:00+00:00	student011	student	80	unfortunately can't find the page	unfortunately I can't find the page						
2020-10-12T10:51:27+00:00+00:00+00:00	teacher008	teacher	81	ah, I'll send it to you in a message later on!	ah, I'll send it to you in a message later on!						
2020-10-12T10:51:45+00:00+00:00+00:00	teacher008	teacher	82	I'd like to recommend a really nice online dictionary to you!	I'd like to recommend a really nice online dictionary to you!		3a	redirection		dictionary	
2020-10-12T10:51:46+00:00+00:00+00:00	student011	student	83	thank you	thank you						
2020-10-12T10:52:01+00:00+00:00+00:00	student011	student	85	I'm really interested in	I'm really interested in it						
2020-10-12T10:52:03+00:00+00:00+00:00	teacher008	teacher	86	I hope this will work	I hope this will work						
2020-10-12T10:52:38+00:00+00:00+00:00	student011	student	87	Oh! Thank you	Oh! Thank you						
2020-10-12T10:52:43+00:00+00:00+00:00	teacher008	teacher	88	Is it working?	Is it working?						
2020-10-12T10:52:44+00:00+00:00+00:00	student011	student	89	It works	It works						
2020-10-12T10:52:48+00:00+00:00+00:00	teacher008	teacher	90	Yay!	Yay!						
2020-10-12T10:52:59+00:00+00:00+00:00	student011	student	91	it's working?	it's working?			enquiry	grammatical resource		
2020-10-12T10:53:30+00:00+00:00+00:00	teacher008	teacher	92	Yes, the Cambridge English Dictionary	Yes, the Cambridge English Dictionary						
2020-10-12T10:53:52+00:00+00:00+00:00	teacher008	teacher	93	Could you enter one of our recent words, for example 'bill', in the dictionary?	Could you enter one of our recent words, for example 'bill', in the dictionary?		3b	topic development			
2020-10-12T10:54:00+00:00+00:00+00:00	student011	student	94	sure	sure						
2020-10-12T10:54:50+00:00+00:00+00:00	teacher008	teacher	95	So, underneath the word, you see which part of speech it is, right? 'noun' in this case	So, underneath the word, you see which part of speech it is, right? 'noun' in this case			scaffolding	lexical resource,meta knowledge		
2020-10-12T10:54:51+00:00+00:00+00:00	student011	student	96	done	done	94.0					
2020-10-12T10:55:15+00:00+00:00+00:00	student011	student	97	yep	yep	95.0					
2020-10-12T10:55:34+00:00+00:00+00:00	teacher008	teacher	98	Lovely	Lovely						
2020-10-12T10:55:49+00:00+00:00+00:00	student011	student	99	But it's interesting	But it's interesting		3c	topic development			
2020-10-12T10:55:54+00:00+00:00+00:00	teacher008	teacher	100	And then you get too versions of pronunciation, the British and the American one	And then you get too versions of pronunciation, the British and the American one	98.0		scaffolding	lexical resource,meta knowledge		
2020-10-12T10:56:03+00:00+00:00+00:00	teacher008	teacher	101	What's interesting?)	What's interesting?)	99.0					
2020-10-12T10:56:08+00:00+00:00+00:00	student011	student	102	there are no descriptions about law	there is no definition referring to law						
2020-10-12T10:56:34+00:00+00:00+00:00	student011	student	103	Should I find the area?	Should I find the area?						
2020-10-12T10:56:57+00:00+00:00+00:00	teacher008	teacher	104	Oh yes, 'law' is the second meaning, if you scroll down	Oh yes, 'law' is the second meaning, if you scroll down	102.0					
2020-10-12T10:57:05+00:00+00:00+00:00	student011	student	105	Jh, sorry	Oh, sorry						
2020-10-12T10:57:09+00:00+00:00+00:00	student011	student	106	It's below	It's below						
2020-10-12T10:57:15+00:00+00:00+00:00	teacher008	teacher	107	The first meaning is a bill at a restaurant, or a gas / water bill	The first meaning is a bill at a restaurant, or a gas / water bill						
2020-10-12T10:57:22+00:00+00:00+00:00	student011	student	108	sure, sorry	sure, sorry						
2020-10-12T10:57:29+00:00+00:00+00:00	teacher008	teacher	109	No worries)) the whole point is to let you see how it works	No worries)) the whole point is to let you see how it works						
2020-10-12T10:57:40+00:00+00:00+00:00	student011	student	110	As usual I look very fast	As usual I look very fast						
2020-10-12T10:57:52+00:00+00:00+00:00	student011	student	111	And then I miss something important	And then I miss something important						
2020-10-12T10:57:54+00:00+00:00+00:00	student011	student	112	))	))						
2020-10-12T10:57:58+00:00+00:00+00:00	teacher008	teacher	113	No problem!	No problem!						
2020-10-12T10:58:14+00:00+00:00+00:00	teacher008	teacher	114	And there is yet another meaning, this one explained with a picture	And there is yet another meaning, this one explained with a picture		3d	topic development	lexical resource,meta knowledge		
2020-10-12T10:58:38+00:00+00:00+00:00	teacher008	teacher	115	Can you see the picture of a bird?	Can you see the picture of a bird?						
2020-10-12T10:58:56+00:00+00:00+00:00	student011	student	116	sure	sure						
