timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-11-10 13:31:30	student009	student	1	hello	hello		1.0	opening			
2020-11-10 13:31:42	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-11-10 13:31:44	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2020-11-10 13:31:55	student009	student	4	fine! and you?	fine! and you?						
2020-11-10 13:32:21	teacher008	teacher	5	All good, thank you!	All good, thank you!						
2020-11-10 13:32:25	student009	student	6	I forgot to tell you abput nice thing!	I forgot to tell you about a nice thing!		2a	topic development			
2020-11-10 13:32:38	teacher008	teacher	7	Go on!	Go on!						
2020-11-10 13:33:38	student009	student	8	I setted up a little business with my friend <STUDENT'S FRIEND>!	I set up a little business with my friend <STUDENT'S FRIEND>!						
2020-11-10 13:34:00	teacher008	teacher	9	Seriously? Oh wow!	Seriously? Oh wow!						
2020-11-10 13:34:13	teacher008	teacher	10	set-set-set, irregular verb	set-set-set, irregular verb	8.0	2b	scaffolding	lexical resource		
2020-11-10 13:34:18	student009	student	11	ok	ok						
2020-11-10 13:34:19	teacher008	teacher	12	so 'I __ up a business'	so 'I __ up a business'			eliciting,repair	lexical resource		
2020-11-10 13:34:28	student009	student	13	i set up a business	I set up a business						
2020-11-10 13:34:43	teacher008	teacher	14	yes, or even better 'I've set up a business'	yes, or even better 'I've set up a business'			scaffolding	grammatical resource		
2020-11-10 13:34:49	teacher008	teacher	15	anyway, what's your business?	anyway, what's your business?	9.0					
2020-11-10 13:35:05	student009	student	16	we are selling some accessories	we are selling some accessories						
2020-11-10 13:35:24	student009	student	17	our Instagram is blueberry___accessories	our Instagram is <INSTAGRAM ACCOUNT>						
2020-11-10 13:35:34	teacher008	teacher	18	Ok, I'll check it out :)	Ok, I'll check it out :)						
2020-11-10 13:35:47	teacher008	teacher	19	What kind of accessories? Hats, jewellery, scarves?	What kind of accessories? Hats, jewellery, scarves?						
2020-11-10 13:35:51	student009	student	20	accessories from beads	accessories from beads						
2020-11-10 13:35:57	student009	student	21	jewellery	jewellery						
2020-11-10 13:36:28	teacher008	teacher	22	Cool! Do you make them yourselves?	Cool! Do you make them yourselves?						
