timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-11-18T12:21:20+00:00+00:00+00:00	teacher008	teacher	1	Hi <STUDENT>!	Hi <STUDENT>!		1.0	opening			
2020-11-18T12:21:39+00:00+00:00+00:00	student011	student	2	Hi <TEACHER>!	Hi <TEACHER>!						
2020-11-18T12:21:45+00:00+00:00+00:00	student011	student	3	How are you?	How are you?		2.0	topic opening			
2020-11-18T12:22:06+00:00+00:00+00:00	teacher008	teacher	4	I'm fine, thank you. And how are you? Have you had your flu jab?	I'm fine, thank you. And how are you? Have you had your flu jab?		2a	topic development			
2020-11-18T12:22:56+00:00+00:00+00:00	student011	student	5	Yes, I's done )	Yes, it's done )						
2020-11-18T12:23:11+00:00+00:00+00:00	student011	student	6	*It	*It			repair	writing		
2020-11-18T12:23:28+00:00+00:00+00:00	teacher008	teacher	7	Cool! I've got to organize ours too	Cool! I've got to organize ours too						
2020-11-18T12:23:31+00:00+00:00+00:00	student011	student	8	jab it's like privivka?	is jab like privivka?		2b	enquiry,non-English	lexical resource,code switching		
2020-11-18T12:23:37+00:00+00:00+00:00	teacher008	teacher	9	Yes, that's right!	Yes, that's right!			scaffolding	lexical resource		
2020-11-18T12:23:55+00:00+00:00+00:00	student011	student	10	Oh! Super. Did you do it before?	Oh! Super. Have you done it before?	7.0					
2020-11-18T12:24:02+00:00+00:00+00:00	teacher008	teacher	11	The official word is 'vaccination' (as the process) or a vaccine	The official word is 'vaccination' (as the process) or a vaccine	9.0		scaffolding	lexical resource		
2020-11-18T12:24:08+00:00+00:00+00:00	student011	student	12	Because for us it's the fist time	Because for us it's the first time	10.0					
2020-11-18T12:24:12+00:00+00:00+00:00	student011	student	13	first	first			repair	writing		
2020-11-18T12:24:24+00:00+00:00+00:00	teacher008	teacher	14	Have you had a dose of your flu vaccine? Have you been vaccinated against flu this year?	Have you had a dose of your flu vaccine? Have you been vaccinated against flu this year?	11.0		scaffolding	lexical resource		
2020-11-18T12:24:31+00:00+00:00+00:00	teacher008	teacher	15	But people just say, have you had a flu jab?	But people just say, have you had a flu jab?			scaffolding	lexical resource		
2020-11-18T12:24:53+00:00+00:00+00:00	student011	student	16	wow? something new for me	wow! something new for me						
2020-11-18T12:25:03+00:00+00:00+00:00	student011	student	17	In all senses ))	In all senses ))						
2020-11-18T12:25:05+00:00+00:00+00:00	teacher008	teacher	18	Is it the first time you've had a flu jab?	Is it the first time you've had a flu jab?	12.0					
2020-11-18T12:25:11+00:00+00:00+00:00	teacher008	teacher	19	That's good :)	That's good :)	17.0					
2020-11-18T12:25:38+00:00+00:00+00:00	student011	student	20	Ok, and why I need present perfect here? )	Ok, and why do I need present perfect here? )	18.0	2c	enquiry	grammatical resource		
2020-11-18T12:25:46+00:00+00:00+00:00	teacher008	teacher	21	Well, <TEACHER'S CHILD> gets his at school, and <TEACHER'S HUSBAND>'s company gave him a voucher to pay for a flu jab	Well, <TEACHER'S CHILD> gets his at school, and <TEACHER'S HUSBAND>'s company gave him a voucher to pay for a flu jab	10.0					
2020-11-18T12:26:08+00:00+00:00+00:00	teacher008	teacher	22	It's the first time + present perfect	It's the first time + present perfect	20.0		scaffolding	grammatical resource		
2020-11-18T12:26:14+00:00+00:00+00:00	student011	student	23	Ah, super!	Ah, super!						
2020-11-18T12:26:19+00:00+00:00+00:00	teacher008	teacher	24	It's a bit unusual	It's a bit unusual	22.0					
2020-11-18T12:26:31+00:00+00:00+00:00	teacher008	teacher	25	that it's present perfect	that it's present perfect						
2020-11-18T12:26:57+00:00+00:00+00:00	teacher008	teacher	26	but it makes sense because it's in the present, something you've just done	but it makes sense because it's in the present, something you've just done			scaffolding	grammatical resource		
2020-11-18T12:27:00+00:00+00:00+00:00	student011	student	27	It's the first time + present perfect. Ok, so no past?	It's the first time + present perfect. Ok, so no past?	22.0	2d	enquiry	grammatical resource		
2020-11-18T12:27:41+00:00+00:00+00:00	student011	student	28	And when I use the expression  It's the first time I have to use just present perfect?	And when I use the expression  It's the first time, do I have to use just present perfect?			enquiry	grammatical resource		
2020-11-18T12:27:50+00:00+00:00+00:00	teacher008	teacher	29	No! Unless you're talking about the past. It was the first time + past simple / past perfect	No! Unless you're talking about the past. It was the first time + past simple / past perfect	27.0		scaffolding	grammatical resource		
2020-11-18T12:27:57+00:00+00:00+00:00	teacher008	teacher	30	Yes, that's right	Yes, that's right	28.0					
2020-11-18T12:28:51+00:00+00:00+00:00	teacher008	teacher	31	e.g. My parents took me to a restaurant when I was 16. It was the first time I had tried wine	e.g. My parents took me to a restaurant when I was 16. It was the first time I had tried wine	29.0		scaffolding	grammatical resource		
2020-11-18T12:28:54+00:00+00:00+00:00	teacher008	teacher	32	in the past	in the past			scaffolding	grammatical resource		
2020-11-18T12:29:29+00:00+00:00+00:00	student011	student	33	Ah, Ok! Thank you	Ah, Ok! Thank you						
