timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-04-03 10:17:23	teacher001	teacher	1	Hey welcome back	Hey welcome back		1.0	opening			
2020-04-03 10:17:53	student007	student	2	yes, I am here	yes, I am here						
2020-04-03 10:18:26	teacher001	teacher	3	OK cool - so <STUDENT> let's imagine you get an essay about population OK?	OK cool - so <STUDENT> let's imagine you get an essay about population OK?		2.0	exercise	grammatical resource,writing		
2020-04-03 10:18:40	student007	student	4	ok	ok						
2020-04-03 10:19:01	teacher001	teacher	5	Probably it will be about population as a problem now right?	Probably it will be about population as a problem now right?						
2020-04-03 10:19:22	teacher001	teacher	6	NOT for example about population in the past!	NOT for example about population in the past!						
2020-04-03 10:20:25	student007	student	7	Population is increasing increasing around the world in the recent years	Population has been increasing around the world in recent years						
2020-04-03 10:20:28	student007	student	8	yes	yes	6.0					
2020-04-03 10:20:31	teacher001	teacher	9	So for example (in bad English !!) the question might be something like ....Population big and up up up ..oh my god - what can we do to stop it? OK?	So for example (in bad English !!) the question might be something like ....Population big and up up up ..oh my god - what can we do to stop it? OK?						
2020-04-03 10:20:45	student007	student	10	yes	yes						
2020-04-03 10:20:57	teacher001	teacher	11	OK fine - I've just seen your background sentence idea ...hold on	OK fine - I've just seen your background sentence idea ...hold on	7.0					
2020-04-03 10:21:22	teacher001	teacher	12	OK so this is exactly what we need to practise <STUDENT>!!	OK so this is exactly what we need to practise <STUDENT>!!		2a	scaffolding	grammatical resource,writing		
2020-04-03 10:21:50	teacher001	teacher	13	So remember we said yesterday that if you say the word 'recent' this goes together with which verb tense??	So remember we said yesterday that if you say the word 'recent' this goes together with which verb tense??			eliciting	grammatical resource		
2020-04-03 10:23:08	student007	student	14	present continue	present continuous						
2020-04-03 10:24:52	student007	student	15	past continue	past continuous						
2020-04-03 10:25:08	teacher001	teacher	16	So for example the phrase 'in recent years' is talking about time beginning in the past (years ago) BUT up to now - so it's like a mixture of past and present you see? So which tense??	So for example the phrase 'in recent years' is talking about time beginning in the past (years ago) BUT up to now - so it's like a mixture of past and present you see? So which tense??			scaffolding,eliciting	grammatical resource		
2020-04-03 10:25:25	student007	student	17	was/were ___ing	was/were ___ing						
2020-04-03 10:25:26	teacher001	teacher	18	No past continuous has finished!	No past continuous has finished!						
2020-04-03 10:26:08	teacher001	teacher	19	I know it's before, during and after <STUDENT> BUT only in relation to the past simple verb - it;s still finished you see?	I know it's before, during and after <STUDENT> BUT only in relation to the past simple verb - it;s still finished you see?			scaffolding	grammatical resource		
2020-04-03 10:26:41	student007	student	20	yes..	yes..						
2020-04-03 10:26:44	teacher001	teacher	21	So for example......The Black Death happened in the 14th century when population was increasing.	So for example......The Black Death happened in the 14th century when population was increasing.			scaffolding	grammatical resource		
2020-04-03 10:27:05	teacher001	teacher	22	So this is talking about the 14thcentury which ash definitely finished	So this is talking about the 14thcentury which ash definitely finished			scaffolding	grammatical resource		
2020-04-03 10:27:39	teacher001	teacher	23	But for our essay intro we want (imagine) to talk about recent time - from past and up to NOW	But for our essay intro we want (imagine) to talk about recent time - from past and up to NOW		2b	scaffolding	grammatical resource,writing		
2020-04-03 10:27:49	teacher001	teacher	24	which tense??	which tense??			eliciting	grammatical resource		
2020-04-03 10:28:53	student007	student	25	present perfect?	present perfect?						
2020-04-03 10:28:59	teacher001	teacher	26	YEs!	YEs!						
2020-04-03 10:29:30	teacher001	teacher	27	So for example: 'Population _______  ________ significantly in recent decades.'??	So for example: 'Population _______  ________ significantly in recent decades.'??			scaffolding,eliciting	grammatical resource		
2020-04-03 10:29:33	student007	student	28	because time is not specific?	because time is not specific?	26.0					
2020-04-03 10:30:10	teacher001	teacher	29	Well remembered <STUDENT> - this is an important use of the present perfect	Well remembered <STUDENT> - this is an important use of the present perfect			scaffolding	grammatical resource		
2020-04-03 10:30:12	student007	student	30	Population has increased significantly in the recent decades.	Population has increased significantly in recent decades.	27.0					
2020-04-03 10:30:17	teacher001	teacher	31	BUT there is another one!!	BUT there is another one!!		2c				
2020-04-03 10:31:41	student007	student	32	so..because the behaviour is keep going?	so..because the action is continuing?		2d	enquiry	grammatical resource		
2020-04-03 10:32:04	teacher001	teacher	33	Hold on sorry ....the point here is that the time has not finished you see - it ontinues up to the present so we need the present prefect ..yes! to your last question!	Hold on sorry ....the point here is that the time has not finished you see - it ontinues up to the present so we need the present prefect ..yes! to your last question!			scaffolding	grammatical resource		
2020-04-03 10:32:22	student007	student	34	You've got it!	You've got it!						
2020-04-03 10:32:57	teacher001	teacher	35	Yes your sentence was good: Population has increased significantly in recent decades.	Yes your sentence was good: Population has increased significantly in recent decades.	30.0					
2020-04-03 10:34:01	student007	student	36	so..the behaviour happened before but it is keeping going, then we need to use present perfect to describe it, right?	so.. if the action happened before but is still continuing, then we need to use present perfect to describe it, right?			enquiry	grammatical resource		
2020-04-03 10:34:39	teacher001	teacher	37	OR we can talk about population increasing now in our intro you see? We have these two options for our background sentence..For example : 'Population ____   _______ ing siginificantly (without the word 'recent' just in general at the moment!). Yes! to your last question by the way!.	OR we can talk about population increasing now in our intro you see? We have these two options for our background sentence..For example : 'Population ____   _______ ing siginificantly (without the word 'recent' just in general at the moment!). Yes! to your last question by the way!.	31, 36	2c (continued)	scaffolding	grammatical resource,writing		
2020-04-03 10:35:03	teacher001	teacher	38	So here you need? Which tense?	So here you need? Which tense?			eliciting	grammatical resource		
2020-04-03 10:35:28	student007	student	39	okey - Population has increasing significant.	ok - Population has increased significantly.						
2020-04-03 10:35:49	student007	student	40	Population has increased significant.	Population has increased significantly						
2020-04-03 10:36:27	student007	student	41	significantly.	significantly.			repair	grammatical resource		
2020-04-03 10:36:55	teacher001	teacher	42	We're changing from the present perfect now because we are not using the word recent - we are just talking about population going up at the moment/now ...so which tense?	We're changing from the present perfect now because we are not using the word recent - we are just talking about population going up at the moment/now ...so which tense?		2e	scaffolding,eliciting	grammatical resource		
2020-04-03 10:37:33	teacher001	teacher	43	So option 1: Population has increased in recent years. AND option 2: Population ___  _______ing ...	So option 1: Population has increased in recent years. AND option 2: Population ___  _______ing ...			scaffolding,eliciting	grammatical resource		
2020-04-03 10:37:43	teacher001	teacher	44	(at the moment in general)	(at the moment in general)			scaffolding	grammatical resource		
2020-04-03 10:37:44	student007	student	45	present continue	present continuous						
2020-04-03 10:37:57	teacher001	teacher	46	Yes good! so...Population.....	Yes good! so...Population.....			eliciting	grammatical resource		
2020-04-03 10:38:00	student007	student	47	Population is increasing significantly.	Population is increasing significantly.						
2020-04-03 10:38:20	teacher001	teacher	48	OK great! these are two common option for your background sentence OK?	OK great! these are two common option for your background sentence OK?						
2020-04-03 10:38:27	teacher001	teacher	49	options	options			repair	writing		
2020-04-03 10:38:32	student007	student	50	yes!! I got it	yes!! I got it						
2020-04-03 10:38:37	teacher001	teacher	51	ok...hold on	ok...hold on						
2020-04-03 10:40:06	teacher001	teacher	52	OK <STUDENT> so here's another essay topic : Obesity (sorry that one again!) So..you can imagine they will say it;s a problem right?	OK <STUDENT> so here's another essay topic : Obesity (sorry that one again!) So..you can imagine they will say it;s a problem right?		3.0	exercise	writing,grammatical resource		
2020-04-03 10:40:41	student007	student	53	yes..	yes..						
2020-04-03 10:40:46	teacher001	teacher	54	OK so give me two versions of a background sentence about 'obesity' - one with present perfect and one with present continuous ..OK?	OK so give me two versions of a background sentence about 'obesity' - one with present perfect and one with present continuous ..OK?						
2020-04-03 10:41:01	student007	student	55	ok	ok						
2020-04-03 10:41:28	teacher001	teacher	56	ok...	ok...						
2020-04-03 10:42:16	student007	student	57	1.Obesity has increased significantly in the recent years.	1.Obesity has increased significantly in recent years.						
2020-04-03 10:42:38	student007	student	58	2.Obesity is increasing significantly.	2.Obesity is increasing significantly.						
2020-04-03 10:45:01	student007	student	59	could I use ' Obesity as a issue has...'  'Obesity as a issue is increasing..	could I use ' Obesity as an issue has...'  'Obesity as an issue is increasing..		3a	enquiry	writing,lexical resource		
2020-04-03 10:45:56	student007	student	60	or just obesity itself is a problem?	or just obesity itself is a problem?						
2020-04-03 10:46:17	teacher001	teacher	61	sorry internet went out....	sorry internet went out....		3b	disruption			
2020-04-03 10:47:01	student007	student	62	Don't worry, it is always happen.	Don't worry, it always happens.						
2020-04-03 10:47:33	teacher001	teacher	63	well 'obesity' is automatically bad generally yes....You can just say 'obesity' or if you like 'The problem of obesity' but 'Obesity as a problem..' = less good	well 'obesity' is automatically bad generally yes....You can just say 'obesity' or if you like 'The problem of obesity' but 'Obesity as a problem..' = less good	60.0		scaffolding	writing		
2020-04-03 10:47:49	teacher001	teacher	64	Just say 'obesity' - it's best!	Just say 'obesity' - it's best!						
2020-04-03 10:48:27	student007	student	65	okey,i understand - thanks	ok, I understand - thanks						
2020-04-03 10:48:34	teacher001	teacher	66	ok..	ok..						
2020-04-03 10:51:16	teacher001	teacher	67	are you doing a present perfect background sentence for obesity?	are you doing a present perfect background sentence for obesity?		3c	eliciting	grammatical resource,writing		
2020-04-03 10:52:17	student007	student	68	yes, Obesity has increased significantly in the recent years.	yes, Obesity has increased significantly in recent years.						
2020-04-03 10:53:03	teacher001	teacher	69	OK good yes! 'Obesity has increased significantly in recent years'. (without 'the')	OK good yes! 'Obesity has increased significantly in recent years'. (without 'the')			repair	grammatical resource		
2020-04-03 10:54:07	student007	student	70	ok	ok						
2020-04-03 10:54:14	teacher001	teacher	71	OK one more <STUDENT> - I'' give you a title and you write a whole background sentence OK? hold on	OK one more <STUDENT> - I'' give you a title and you write a whole background sentence OK? hold on		4.0	exercise	writing		
2020-04-03 10:55:42	teacher001	teacher	72	Discipline is an ever increasing problem in schools. Some people think this is the responsibilty of teachers and others the parents. Discuss both views and give your own opinion.	Discipline is an ever increasing problem in schools. Some people think this is the responsibilty of teachers and others the parents. Discuss both views and give your own opinion.						
2020-04-03 10:56:07	teacher001	teacher	73	You can try a whole intro if you like - or just the first sentence....	You can try a whole intro if you like - or just the first sentence....						
2020-04-03 10:56:30	student007	student	74	ok	ok						
2020-04-03 10:57:23	teacher001	teacher	75	ok...sorry the original is: 'some people think that discipline should be the responsibility..'.	ok...sorry the original is: 'some people think that discipline should be the responsibility..'.	72.0		repair			
