timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-02-05 08:02:47	student011	student	1	Hi <TEACHER>!	Hi <TEACHER>!		1.0	opening			
2021-02-05 08:02:50	student011	student	2	How are you?	How are you?		2.0	topic opening			
2021-02-05 08:03:50	teacher008	teacher	3	Morning!	Morning!	1.0					
2021-02-05 08:04:00	teacher008	teacher	4	Fine, thank you. And how are you?	Fine, thank you. And how are you?	2.0					
2021-02-05 08:04:11	student011	student	5	I'm ok, thank you	I'm ok, thank you						
2021-02-05 08:04:30	student011	student	6	At home, but with the nanny ))	At home, but with the nanny ))						
2021-02-05 08:04:43	teacher008	teacher	7	Are you hiding in your bedroom? :)	Are you hiding in your bedroom? :)						
2021-02-05 08:04:59	student011	student	8	yes )	yes )						
2021-02-05 08:05:22	teacher008	teacher	9	Cool :)	Cool :)						
2021-02-05 08:05:29	teacher008	teacher	10	Have you got any nice plans for the weekend?	Have you got any nice plans for the weekend?		2a	topic development			
2021-02-05 08:05:49	student011	student	11	Yes, we have	Yes, we have						
2021-02-05 08:06:43	teacher008	teacher	12	Ooh, what are you going to do? I'm going to live through you :)	Ooh, what are you going to do? I'm going to live through you :)						
2021-02-05 08:06:45	student011	student	13	We are going to meet with <STUDENT'S FRIEND> and <STUDENT'S FRIEND'S CHILD> (and <STUDENT'S FRIEND1>) in the park	We are going to meet with <STUDENT'S FRIEND> and <STUDENT'S FRIEND'S CHILD> (and <STUDENT'S FRIEND1>) in the park						
2021-02-05 08:07:16	student011	student	14	haha live through me )) It's nice. Sounds like a movie.	haha live through me )) It's nice. Sounds like a movie.	12.0	2b	topic development	lexical resource		
2021-02-05 08:07:47	student011	student	15	<STUDENT'S CHILD> meets children not often now	<STUDENT'S CHILD> doesn't meet other children very often now	13.0					
2021-02-05 08:07:58	teacher008	teacher	16	Yes, the full expresson is 'to live vicariously through someone'	Yes, the full expresson is 'to live vicariously through someone'	14.0		scaffolding	lexical resource		
2021-02-05 08:08:05	student011	student	17	And we would like to show her <STUDENT'S FRIEND'S CHILD> )) haha	And we would like to show her <STUDENT'S FRIEND'S CHILD> )) haha	15.0					
2021-02-05 08:08:18	teacher008	teacher	18	For example, some parents live vicariously through their children	For example, some parents live vicariously through their children	16.0		scaffolding	lexical resource		
2021-02-05 08:08:36	teacher008	teacher	19	People in lockdown can live vicariously through their friends who are not in a lockdown :)	People in lockdown can live vicariously through their friends who are not in a lockdown :)			scaffolding	lexical resource		
2021-02-05 08:09:00	student011	student	20	haha	haha						
2021-02-05 08:09:02	teacher008	teacher	21	Ok, <STUDENT'S CHILD> doesn't meet other children very often	Ok, <STUDENT'S CHILD> doesn't meet other children very often	15.0	2c	repair	grammatical resource		
2021-02-05 08:09:51	student011	student	22	so 'meets not often' is not good phrase?	so 'meets not often' is not good phrase?			enquiry	grammatical resource		
2021-02-05 08:10:39	student011	student	23	I'm still afraid to let her go to the kindergarden	I'm still afraid to let her go to the kindergarden	17.0					
2021-02-05 08:10:40	teacher008	teacher	24	Nooo, she doesn't meet ...	Nooo, she doesn't meet ...	22.0					
2021-02-05 08:10:58	teacher008	teacher	25	Yes, I can see why!	Yes, I can see why!	23.0					
2021-02-05 08:11:16	teacher008	teacher	26	What are they saying about vaccines in Ukraine?	What are they saying about vaccines in Ukraine?		3.0	topic opening			
2021-02-05 08:11:22	student011	student	27	So I sighed one more application	So I signed one more application	25.0					
2021-02-05 08:11:31	student011	student	28	oh! Don't ask	oh! Don't ask	26.0					
2021-02-05 08:12:02	teacher008	teacher	30	Oh really? That bad?	Oh really? That bad?						
2021-02-05 08:12:12	student011	student	31	They say that it's a hard process and they try doi	They say that it's a hard process and they try						
2021-02-05 08:12:22	student011	student	32	doing all their best	doing all their best						
2021-02-05 08:12:27	student011	student	33	and bla bla bla	and bla bla bla						
2021-02-05 08:12:30	student011	student	34	So	So						
2021-02-05 08:13:19	student011	student	35	One of my French friends has published the information about the vactination in the whole word	One of my French friends has published the information about vaccination in the whole world						
2021-02-05 08:13:25	student011	student	36	*world	*world			repair	writing		
2021-02-05 08:14:03	student011	student	37	It's based on The Economist research	It's based on The Economist research						
2021-02-05 08:14:17	student011	student	38	So for Ukraine it's 2023	So for Ukraine it's 2023						
2021-02-05 08:14:41	student011	student	39	the last country in Europe	the last country in Europe						
2021-02-05 08:14:45	teacher008	teacher	40	People will only be vaccinated by 2023?	People will only be vaccinated by 2023?						
2021-02-05 08:14:51	student011	student	41	yes	yes						
2021-02-05 08:14:59	teacher008	teacher	42	Oh no :((( it's so sad!	Oh no :((( it's so sad!						
2021-02-05 08:15:12	student011	student	43	It's just the magazine research	It's just the magazine research						
2021-02-05 08:15:56	student011	student	44	But I think it's quite plausible?	But I think it's quite plausible?						
2021-02-05 08:16:03	student011	student	45	Is it right word? )	Is it the right word? )		3a	enquiry	lexical resource		
2021-02-05 08:16:13	teacher008	teacher	46	Yes, this is a very good word!!	Yes, this is a very good word!!						
2021-02-05 08:16:15	student011	student	47	I've googled it ))	I've googled it ))						
2021-02-05 08:16:45	teacher008	teacher	48	ˈplɔː.zə.bəl	ˈplɔː.zə.bəl			scaffolding	lexical resource,speaking		
2021-02-05 08:17:00	teacher008	teacher	49	Yes, 2023 sounds quite plausible, unfortunately	Yes, 2023 sounds quite plausible, unfortunately						
2021-02-05 08:17:21	student011	student	50	yes (	yes (						
2021-02-05 08:17:37	student011	student	51	I'm quite tired of it	I'm quite tired of it						
2021-02-05 08:17:41	student011	student	52	from it? )	from it? )		3b	enquiry	lexical resource		
2021-02-05 08:17:44	teacher008	teacher	53	I bet you are!	I bet you are!	51.0					
2021-02-05 08:17:45	teacher008	teacher	54	of it	of it	52.0		scaffolding	lexical resource		
2021-02-05 08:18:40	student011	student	55	I mean that now we don't have the lockdown but I'm still not sure if I can go to the restaurant or to let <STUDENT'S CHILD> go to the kindergarten etc	I mean that now we don't have the lockdown but I'm still not sure if I can go to the restaurant or let <STUDENT'S CHILD> go to the kindergarten etc	53.0					
2021-02-05 08:19:16	teacher008	teacher	56	Yes, and it's hard to imagine this could continue for two more years	Yes, and it's hard to imagine this could continue for two more years						
2021-02-05 08:19:17	student011	student	57	When it's restricted you know that you have to follow the rules	When it's restricted you know that you have to follow the rules						
2021-02-05 08:19:35	student011	student	58	But when you have to choose it's sooo difficult (	But when you have to choose it's sooo difficult (						
2021-02-05 08:19:41	teacher008	teacher	59	Yep, I know exactly what you mean!!	Yep, I know exactly what you mean!!						
2021-02-05 08:20:09	student011	student	60	Do you know Lyudmila Petranovska?	Do you know Lyudmila Petranovska?		4.0	topic opening			
2021-02-05 08:20:24	student011	student	61	She is Russian therapist	She is a Russian therapist						
2021-02-05 08:20:31	teacher008	teacher	62	Yes, of course! I have a lot of respect for her work	Yes, of course! I have a lot of respect for her work						
2021-02-05 08:20:38	student011	student	63	ok	ok						
2021-02-05 08:20:47	student011	student	64	so	so						
2021-02-05 08:21:23	student011	student	65	I washed her webinar about children's development	I watched her webinar about children's development						
2021-02-05 08:21:40	student011	student	66	I'm not sure if I have right translation )	I'm not sure if I have the right translation )		4a	enquiry	lexical resource		
2021-02-05 08:21:51	student011	student	67	*watched	*watched	65.0		repair	writing		
2021-02-05 08:21:55	teacher008	teacher	68	it's the right translation!	it's the right translation!	68.0					
2021-02-05 08:23:10	student011	student	69	And she told that for children from 3 to 7 it's better to be among the group of children )	And she said that for children from 3 to 7 it's better to be in a group of children )	65.0					
2021-02-05 08:23:33	student011	student	70	And I've started to think about it and what I can to do now ))	And I've started to think about it and what I can to do now ))						
2021-02-05 08:23:48	student011	student	71	I hate this thoughts )	I hate these thoughts )						
2021-02-05 08:24:05	student011	student	72	you would like to do something but you can't	you would like to do something but you can't						
2021-02-05 08:24:21	teacher008	teacher	73	Really? I'm surprised she said that	Really? I'm surprised she said that						
2021-02-05 08:24:48	student011	student	74	Actually you can, but you are afraid because of the Covid risks	Actually you can, but you are afraid because of the Covid risks	72.0					
2021-02-05 08:25:31	student011	student	75	Really? I'm surprised she said that  - yes! I think you told me it's from 5, doesn't it?	Really? I'm surprised she said that  - yes! I think you told me it's from 5, isn't it?	73.0					
2021-02-05 08:25:47	student011	student	76	*isn't it?	*isn't it?			repair	grammatical resource		
2021-02-05 08:25:48	teacher008	teacher	77	As you know, I've been studying developmental psychology, and Petranovskaya worked with the institute where I study	As you know, I've been studying developmental psychology, and Petranovskaya worked with the institute where I study	75.0					
2021-02-05 08:26:11	student011	student	78	Ah! Interesting	Ah! Interesting						
2021-02-05 08:26:24	student011	student	79	She is like an expert there?	She is like an expert there?						
2021-02-05 08:26:55	teacher008	teacher	80	She worked with the Russian campus, so I always thought their ideas were aligned	She worked with the Russian campus, so I always thought their ideas were aligned						
2021-02-05 08:27:25	student011	student	81	aligned - same?	aligned - same?		4b	enquiry	lexical resource,meaning		
2021-02-05 08:28:22	student011	student	82	I'm sorry Can you give me 2 mins?	I'm sorry Can you give me 2 mins?		5.0	disruption			
2021-02-05 08:28:35	student011	student	83	Just a small pause	Just a small pause						
2021-02-05 08:28:35	teacher008	teacher	84	I don't think there is a definite age! It's nice for a child to have some friends, but the main idea is that they should have enough adults in her life. <STUDENT'S CHILD> is a very lucky girl, with her parents, her nanny, her grandparents, aunts, uncles and an older cousin :)	I don't think there is a definite age! It's nice for a child to have some friends, but the main idea is that they should have enough adults in her life. <STUDENT'S CHILD> is a very lucky girl, with her parents, her nanny, her grandparents, aunts, uncles and an older cousin :)	80.0					
2021-02-05 08:29:24	teacher008	teacher	85	Yes, if two or more things are aligned, they are in the same line. Remember we talked about the words aligned / misaligned? I can't remember what the topic was now!	Yes, if two or more things are aligned, they are in the same line. Remember we talked about the words aligned / misaligned? I can't remember what the topic was now!	81.0		scaffolding	lexical resource		
2021-02-05 08:29:43	teacher008	teacher	86	Yes, of course	Yes, of course	83.0					
2021-02-05 08:30:50	student011	student	87	I'm here	I'm here						
