timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-03-26 13:30:54	student009	student	1	Hi!How are you ?:]	Hi! How are you ?:]		1.0	opening			
2021-03-26 13:31:16	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2021-03-26 13:31:25	teacher008	teacher	3	I'm good, thank you!	I'm good, thank you!	1.0					
2021-03-26 13:31:32	teacher008	teacher	4	How are you? How's your holiday going?	How are you? How's your holiday going?		2.0	topic opening			
2021-03-26 13:32:42	student009	student	5	It finished yesterday! Our holiday started on last Thursday, and it finished yesterday	It finished yesterday! Our holiday started last Thursday, and it finished yesterday						
2021-03-26 13:32:59	teacher008	teacher	6	Oh no! I see!	Oh no! I see!						
2021-03-26 13:33:10	teacher008	teacher	7	Are schools still open despite the lockdown?	Are schools still open despite the lockdown?						
2021-03-26 13:33:20	student009	student	8	And we are online because of the lockdown	And we are online because of the lockdown	6.0					
2021-03-26 13:33:34	teacher008	teacher	9	Ah, ok! Your favourite :.	Ah, ok! Your favourite :.						
2021-03-26 13:34:20	teacher008	teacher	10	In this case, did you have a good holiday?	In this case, did you have a good holiday?		2a	topic development			
2021-03-26 13:34:42	student009	student	11	Not really	Not really						
2021-03-26 13:34:46	student009	student	12	Boring	Boring						
2021-03-26 13:35:08	teacher008	teacher	13	Oh no, that's a shame!	Oh no, that's a shame!						
2021-03-26 13:35:14	teacher008	teacher	14	What did you do?	What did you do?						
2021-03-26 13:35:20	student009	student	15	I only went to my grandma’s house for three days and that’s all	I only went to my grandma’s house for three days and that’s all						
2021-03-26 13:36:36	teacher008	teacher	16	I see! Well, did you manage to chill? read, listen to some music, talk to your friends?	I see! Well, did you manage to chill? read, listen to some music, talk to your friends?						
2021-03-26 13:37:33	student009	student	17	Well, yes, but no.	Well, yes, but no.						
2021-03-26 13:37:59	teacher008	teacher	18	that's a very mysterious answer :.	that's a very mysterious answer :.						
2021-03-26 13:39:37	student009	student	19	Heh	Heh						
2021-03-26 13:41:25	teacher008	teacher	20	Ok, I've got some oompa-loompa words for you, from our last class	Ok, I've got some oompa-loompa words for you, from our last class		3.0	exercise,revision	lexical resource		
2021-03-26 13:42:03	teacher008	teacher	21	greedy, nincompoop, rot and clutter up	greedy, nincompoop, rot and clutter up						
2021-03-26 13:42:31	teacher008	teacher	22	Could you identify which one is which part of speech, please? .nouns, verbs, adverbs, adjectives etc..	Could you identify which one is which part of speech, please? .nouns, verbs, adverbs, adjectives etc..						
2021-03-26 13:42:56	student009	student	23	Adjectives	Adjectives						
2021-03-26 13:43:22	teacher008	teacher	24	All of them?	All of them?						
2021-03-26 13:43:32	teacher008	teacher	25	Hint: there's only one adjective	Hint: there's only one adjective						
2021-03-26 13:43:38	student009	student	26	No	No						
2021-03-26 13:44:08	student009	student	27	Wai	Wait						
2021-03-26 13:44:14	student009	student	28	t	t			repair	writing		
2021-03-26 13:44:24	teacher008	teacher	29	waiting :.	waiting :.						
2021-03-26 13:44:31	student009	student	30	Rot is a verb	Rot is a verb						
2021-03-26 13:44:37	teacher008	teacher	31	correct!	correct!						
2021-03-26 13:44:55	student009	student	32	Clutter up is also a verb	Clutter up is also a verb						
2021-03-26 13:45:12	teacher008	teacher	33	Also correct!	Also correct!						
2021-03-26 13:45:16	student009	student	34	Greedy is an adjective	Greedy is an adjective						
2021-03-26 13:45:28	teacher008	teacher	35	yes	yes						
2021-03-26 13:45:56	student009	student	36	And nincompoop is a noun	And nincompoop is a noun						
2021-03-26 13:46:08	teacher008	teacher	37	Absolutely!	Absolutely!						
2021-03-26 13:47:08	teacher008	teacher	38	The fruit I bought ___ before I could eat them! Such a shame! .which word goes in the gap?.	The fruit I bought ___ before I could eat them! Such a shame! .which word goes in the gap?.		3a	exercise,revision	lexical resource		
2021-03-26 13:47:40	student009	student	39	Rot	Rot						
2021-03-26 13:48:54	teacher008	teacher	40	Ok, but it's in the past, isn't it?	Ok, but it's in the past, isn't it?			eliciting,repair	grammatical resource		
2021-03-26 13:49:08	student009	student	41	Rotten	Rotten						
2021-03-26 13:49:28	teacher008	teacher	42	rotted	rotted			repair	lexical resource,grammatical resource		
2021-03-26 13:49:42	teacher008	teacher	43	But 'rotten' is an adjective. rotten fruit	But 'rotten' is an adjective. rotten fruit			scaffolding	lexical resource		
2021-03-26 13:49:53	student009	student	44	Yeah	Yeah						
2021-03-26 13:49:59	teacher008	teacher	45	It's a regular verb	It's a regular verb	42.0		scaffolding	lexical resource,grammatical resource		
2021-03-26 13:50:06	teacher008	teacher	46	Ok, cool	Ok, cool						
2021-03-26 13:50:36	teacher008	teacher	47	I ate the whole cake in secret and didn't share, and then my family called me ____	I ate the whole cake in secret and didn't share, and then my family called me ____		3b	exercise,revision	lexical resource		
2021-03-26 13:50:51	student009	student	48	Greedy	Greedy						
2021-03-26 13:51:02	teacher008	teacher	49	yes!	yes!						
2021-03-26 13:51:34	teacher008	teacher	50	The government has just done something extremely stupid. What a bunch of ______!	The government has just done something extremely stupid. What a bunch of ______!		3c	exercise,revision	lexical resource		
2021-03-26 13:51:50	student009	student	51	Nincompoop	Nincompoop						
2021-03-26 13:52:04	teacher008	teacher	52	nincompoops .plural, right.	nincompoops .plural, right.			repair	grammatical resource		
2021-03-26 13:52:07	teacher008	teacher	53	?	?						
2021-03-26 13:52:09	teacher008	teacher	54	But yes.	But yes.						
2021-03-26 13:52:23	teacher008	teacher	55	Aaaand, can you give me an example with 'clutter up', please?	Aaaand, can you give me an example with 'clutter up', please?		3d	exercise,revision	lexical resource		
2021-03-26 13:54:11	student009	student	56	When I came in, I saw that house was cluttered up with rubbish	When I came in, I saw that the house was cluttered up with rubbish						
2021-03-26 13:54:28	teacher008	teacher	57	Yes, correct!	Yes, correct!						
2021-03-26 13:55:06	teacher008	teacher	58	There's also a verb 'to declutter', it means to get rid of all the clutter you have collected	There's also a verb 'to declutter', it means to get rid of all the clutter you have collected		3e	scaffolding	lexical resource,meaning		
2021-03-26 13:55:44	teacher008	teacher	59	Have you heard of Marie Kondo? She teaches people how to declutter	Have you heard of Marie Kondo? She teaches people how to declutter			eliciting	lexical resource,meaning		
2021-03-26 13:55:54	student009	student	60	No	No						
2021-03-26 13:57:07	teacher008	teacher	61	Well, she had her own TV show .or maybe it's still going, I'm not sure.. She comes to people's houses and helps them to get rid of stuff	Well, she had her own TV show .or maybe it's still going, I'm not sure.. She comes to people's houses and helps them to get rid of stuff			scaffolding	lexical resource,meaning		
