timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-12-09 11:11:36	student012	student	1	Hello <TEACHER>!	Hello <TEACHER>!		1.0	opening			
2020-12-09 11:12:00	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-12-09 11:12:05	teacher008	teacher	3	How are you? All ok?	How are you? All ok?		2.0	topic opening			
2020-12-09 11:12:28	student012	student	4	I'm fine! Thanks	I'm fine! Thanks						
2020-12-09 11:12:30	student012	student	5	And you?	And you?						
2020-12-09 11:12:44	teacher008	teacher	6	All good, thank you	All good, thank you						
2020-12-09 11:12:48	student012	student	7	Unfortunately, I haven't done my homework	Unfortunately, I haven't done my homework		3.0	topic opening,homework			
2020-12-09 11:13:02	teacher008	teacher	8	Slightly overwhelmed with all the Christmas prep	Slightly overwhelmed with all the Christmas prep	6.0	2a	topic development			
2020-12-09 11:13:04	student012	student	9	We can do it in the chatroom	We can do it in the chatroom	7.0					
2020-12-09 11:13:07	teacher008	teacher	10	Oh, no worries!	Oh, no worries!	7.0					
2020-12-09 11:13:10	teacher008	teacher	11	Yes, sure	Yes, sure	9.0					
2020-12-09 11:13:22	student012	student	12	Do you have a lot of preparations to do?	Do you have a lot of preparation to do?	8.0					
2020-12-09 11:13:59	teacher008	teacher	13	It feels like it! There's presents for family and friends to sort, cards to write etc. Cards are really big in this country!	It feels like it! There's presents for family and friends to sort, cards to write etc. Cards are really big in this country!						
2020-12-09 11:14:23	student012	student	14	Oh yes. The presents	Oh yes. Presents						
2020-12-09 11:14:26	teacher008	teacher	15	There's a 'post box' at school, and all children exchange cards and send cards to teachers	There's a 'post box' at school, and all children exchange cards and send cards to teachers						
2020-12-09 11:14:29	student012	student	16	A disaster really	A disaster really	14.0					
2020-12-09 11:14:33	teacher008	teacher	17	There's a lot of peer pressure!	There's a lot of peer pressure!	15.0					
2020-12-09 11:14:47	student012	student	18	with my family of God know how many members	with my family of God knows how many members	16.0					
2020-12-09 11:14:57	student012	student	19	God knows*	God knows*			repair	writing		
2020-12-09 11:15:15	student012	student	20	So <TEACHER'S CHILD> is making one too?	So <TEACHER'S CHILD> is making one too?	15.0					
2020-12-09 11:15:21	student012	student	21	Or it's not only one??	Or it's not the only one??						
2020-12-09 11:15:27	teacher008	teacher	22	Oh yes, you do have a big family, don't you? I suppose it's a blessing and a challenge at the same time?	Oh yes, you do have a big family, don't you? I suppose it's a blessing and a challenge at the same time?	18.0					
2020-12-09 11:15:51	student012	student	23	Exactly. During the holiday season it's a nightmate	Exactly. During the holiday season it's a nightmare						
2020-12-09 11:15:56	student012	student	24	*nightmare	*nightmare			repair	writing		
2020-12-09 11:16:01	teacher008	teacher	25	A card to each of the three teachers + cards for his school friends	A card to each of the three teachers + cards for his school friends	21.0					
2020-12-09 11:16:08	student012	student	26	OMG	OMG						
2020-12-09 11:16:24	student012	student	27	Can you just make one and copy it? )))))	Can you just make one and copy it? )))))						
2020-12-09 11:16:25	teacher008	teacher	28	And I've just remembered, a card for his PE teacher!	And I've just remembered, a card for his PE teacher!						
2020-12-09 11:16:45	teacher008	teacher	29	No, they've got to be handwritten!	No, they've got to be handwritten!						
2020-12-09 11:16:51	student012	student	30	No way	No way						
2020-12-09 11:17:02	teacher008	teacher	31	I know. The pressure is real	I know. The pressure is real						
2020-12-09 11:17:11	student012	student	32	This is intense	This is intense						
2020-12-09 11:18:03	teacher008	teacher	33	And you know, it's the peer pressure between parents. Everyone's one-upping each other with presents to teachers. I vowed not to take part, but am crumbling under the pressure	And you know, it's the peer pressure between parents. Everyone's one-upping each other with presents to teachers. I vowed not to take part, but am crumbling under the pressure						
2020-12-09 11:18:10	student012	student	34	This year I told my family, 'That's enough! I don't have enough money to buy you the presents you don't really need. Let's do Secret Santa this time!'	This year I told my family, 'That's enough! I don't have enough money to buy you the presents you don't really need. Let's do Secret Santa this time!'		2b	topic development			
2020-12-09 11:18:30	teacher008	teacher	35	Oh, that's a brilliant idea!	Oh, that's a brilliant idea!						
2020-12-09 11:18:51	teacher008	teacher	36	Everyone's probably feeling this way, but someone has to say it!	Everyone's probably feeling this way, but someone has to say it!						
2020-12-09 11:18:55	student012	student	37	Why would parents do that? Aren't they busy with more important stuff?	Why would parents do that? Aren't they busy with more important stuff?	33.0					
2020-12-09 11:19:25	student012	student	38	Thank you! I think so too	Thank you! I think so too	36.0					
2020-12-09 11:19:27	teacher008	teacher	39	That's my question as well. How do they have the time and energy for this, as well as the parents' chat?	That's my question as well. How do they have the time and energy for this, as well as the parents' chat?	37.0					
2020-12-09 11:19:41	student012	student	40	So I picked a name. I got my younger brother and that's it	So I picked a name. I got my younger brother and that's it	38.0					
2020-12-09 11:19:53	student012	student	41	Oh my	Oh my	39.0					
2020-12-09 11:19:58	student012	student	42	The parents chats	The parents' chats						
2020-12-09 11:20:07	teacher008	teacher	43	Nice! I didn't know you had a brother!	Nice! I didn't know you had a brother!	40.0					
2020-12-09 11:20:15	student012	student	44	The viber croud	The viber crowd	42.0					
2020-12-09 11:20:17	student012	student	45	crowd	crowd			repair	writing		
2020-12-09 11:20:20	teacher008	teacher	46	The parents' chat is a dragon lair	The parents' chat is a dragon lair						
2020-12-09 11:20:20	student012	student	47	)))))	)))))						
2020-12-09 11:20:52	teacher008	teacher	48	enter at your own risk	enter at your own risk						
2020-12-09 11:21:04	student012	student	49	I have a couple a brothers, a couple of sisters, from different mothers and misters))))	I have a couple of brothers, a couple of sisters, from different mothers and misters))))	43.0					
