timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-04-19T09:31:31+00:00+00:00+00:00	student011	student	1	Hi <TEACHER>!	Hi <TEACHER>!		1.0	opening			
2021-04-19T09:31:47+00:00+00:00+00:00	teacher008	teacher	2	Morning!	Morning!						
2021-04-19T09:31:52+00:00+00:00+00:00	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2021-04-19T09:31:56+00:00+00:00+00:00	student011	student	4	Afternoon ..	Afternoon ..	2.0					
2021-04-19T09:32:14+00:00+00:00+00:00	student011	student	5	Fine, thank you	Fine, thank you	3.0					
2021-04-19T09:32:27+00:00+00:00+00:00	teacher008	teacher	6	Haha, yes, I suppose it is nearly afternoon for you! sorry.	Haha, yes, I suppose it is nearly afternoon for you! sorry.	4.0					
2021-04-19T09:32:34+00:00+00:00+00:00	student011	student	7	A bit sleepy	A bit sleepy	5.0					
2021-04-19T09:32:37+00:00+00:00+00:00	teacher008	teacher	8	Did you have a nice weekend?	Did you have a nice weekend?		2a	topic development			
2021-04-19T09:33:15+00:00+00:00+00:00	student011	student	9	Yes, thank you, we went to my mom on Saturday and meet <STUDENT'S NIECE> and <STUDENT'S BROTHER> with <STUDENT'S SISTER-IN-LAW>	Yes, thank you, we went to my mom on Saturday and saw <STUDENT'S NIECE>, <STUDENT'S BROTHER> and <STUDENT'S SISTER-IN-LAW>						
2021-04-19T09:33:42+00:00+00:00+00:00	student011	student	10	<STUDENT'S NIECE> took a huge number of her old toys	<STUDENT'S NIECE> took a huge number of her old toys						
2021-04-19T09:33:42+00:00+00:00+00:00	teacher008	teacher	11	Sounds nice!	Sounds nice!						
2021-04-19T09:33:53+00:00+00:00+00:00	student011	student	12	<STUDENT'S CHILD> was sooo happy .	<STUDENT'S CHILD> was sooo happy .						
2021-04-19T09:34:02+00:00+00:00+00:00	teacher008	teacher	13	Haha, I can imagine!	Haha, I can imagine!						
2021-04-19T09:34:04+00:00+00:00+00:00	student011	student	14	Tnker Bell doll	a Tinker Bell doll						
2021-04-19T09:34:10+00:00+00:00+00:00	student011	student	15	Cinderella doll	a Cinderella doll						
2021-04-19T09:34:25+00:00+00:00+00:00	student011	student	16	little ponies	little ponies						
2021-04-19T09:34:36+00:00+00:00+00:00	student011	student	17	wings .don't ask ..	wings (don't ask)..						
2021-04-19T09:34:42+00:00+00:00+00:00	student011	student	18	wings doll	a wings doll						
2021-04-19T09:34:43+00:00+00:00+00:00	teacher008	teacher	19	Heaven!....	Heaven!....						
2021-04-19T09:34:53+00:00+00:00+00:00	teacher008	teacher	20	I'm curious now	I'm curious now						
2021-04-19T09:36:09+00:00+00:00+00:00	student011	student	21	and even motorbike ..	and even a motorbike ..						
2021-04-19T09:36:11+00:00+00:00+00:00	teacher008	teacher	22	Did <STUDENT'S NIECE> give them to her? To keep?	Did <STUDENT'S NIECE> give them to her? To keep?						
2021-04-19T09:36:52+00:00+00:00+00:00	student011	student	23	Yes, she give all her toys to <STUDENT'S CHILD>, she .<STUDENT'S NIECE>. doesn't play with them	Yes, she gives all her toys to <STUDENT'S CHILD>, she (<STUDENT'S NIECE>) doesn't play with them						
2021-04-19T09:36:55+00:00+00:00+00:00	teacher008	teacher	24	and even a motorbike, wow!	and even a motorbike, wow!						
2021-04-19T09:37:10+00:00+00:00+00:00	teacher008	teacher	25	she ____ all her toys to <STUDENT'S CHILD>	she ____ all her toys to <STUDENT'S CHILD>		2b	eliciting,repair	grammatical resource		
2021-04-19T09:37:30+00:00+00:00+00:00	teacher008	teacher	26	It's nice to have an older cousin :.	It's nice to have an older cousin :.	24.0					
2021-04-19T09:37:40+00:00+00:00+00:00	student011	student	27	I'll send you a video how Tinker Bell goes with the motorbike ..	I'll send you a video of how Tinker Bell goes on the motorbike ..						
2021-04-19T09:37:56+00:00+00:00+00:00	student011	student	28	she gave all her toys to <STUDENT'S CHILD>	she gave all her toys to <STUDENT'S CHILD>	25.0					
2021-04-19T09:38:55+00:00+00:00+00:00	teacher008	teacher	29	Nice!	Nice!	27.0					
2021-04-19T09:39:04+00:00+00:00+00:00	student011	student	30	then we left <STUDENT'S CHILD> with my mom and go to the auto cinema	then we left <STUDENT'S CHILD> with my mom and went to a drive-in cinema		2c	topic development			
2021-04-19T09:39:18+00:00+00:00+00:00	student011	student	31	I'm not sure about the name in English	I'm not sure about the name in English			enquiry	lexical resource		
2021-04-19T09:39:55+00:00+00:00+00:00	teacher008	teacher	32	we left <STUDENT'S CHILD> with my mom and _____	we left <STUDENT'S CHILD> with my mom and _____		2d	eliciting,repair	grammatical resource		
2021-04-19T09:40:03+00:00+00:00+00:00	student011	student	33	went .	went .						
2021-04-19T09:40:43+00:00+00:00+00:00	student011	student	34	sorry	sorry						
2021-04-19T09:41:06+00:00+00:00+00:00	student011	student	35	I like to live today not yesterday ....	I like to live today not yesterday ....						
2021-04-19T09:41:11+00:00+00:00+00:00	student011	student	36	haha	haha						
2021-04-19T09:41:24+00:00+00:00+00:00	teacher008	teacher	37	Yes!...	Yes!...						
2021-04-19T09:41:28+00:00+00:00+00:00	teacher008	teacher	38	a drive-in cinema?	a drive-in cinema?	31.0		scaffolding	lexical resource		
2021-04-19T09:41:42+00:00+00:00+00:00	student011	student	39	Yeah! Drive-in cinema!	Yeah! Drive-in cinema!						
2021-04-19T09:41:55+00:00+00:00+00:00	teacher008	teacher	40	Oh, where you get your own speaker, for the car?	Oh, where you get your own speaker, for the car?						
2021-04-19T09:43:17+00:00+00:00+00:00	student011	student	41	Yes! They just tell us which частоту we need	Yes! They just tell us which частоту we need			non-English	code switching,lexical resource		
2021-04-19T09:43:31+00:00+00:00+00:00	student011	student	42	And we have our own sound in the car	And we have our own sound in the car						
2021-04-19T09:43:37+00:00+00:00+00:00	teacher008	teacher	43	which frequency you need :.	which frequency you need :.	41.0		scaffolding	lexical resource		
2021-04-19T09:43:39+00:00+00:00+00:00	student011	student	44	But we can see a big screen	But we can see a big screen	42.0					
