timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-08-27 07:01:02	student009	student	1	hi	hi		1.0	opening			
2020-08-27 07:01:30	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2020-08-27 07:01:33	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2020-08-27 07:01:42	student009	student	4	I am fine, and you?	I am fine, and you?						
2020-08-27 07:02:05	teacher008	teacher	5	Good, thank you	Good, thank you						
2020-08-27 07:02:46	teacher008	teacher	6	Anything new with you?	Anything new with you?		2a	topic development			
2020-08-27 07:02:51	student009	student	7	yeah	yeah						
2020-08-27 07:03:21	teacher008	teacher	8	Yes?	Yes?		2b	disruption			
2020-08-27 07:03:34	teacher008	teacher	9	Yeah?	Yeah?						
2020-08-27 07:04:25	teacher008	teacher	11	Sorry, the programme froze!	Sorry, the programme froze!						
2020-08-27 07:04:42	student009	student	12	from Sunday to Tuesday , I had a party with my friend	from Sunday to Tuesday, I had a party with my friend	7.0					
2020-08-27 07:04:52	student009	student	13	her name is <STUDENT'S FRIEND>	her name is <STUDENT'S FRIEND>						
2020-08-27 07:04:53	teacher008	teacher	14	A 3-day party???	A 3-day party???						
2020-08-27 07:04:58	student009	student	15	yes:)	yes:)						
2020-08-27 07:05:05	teacher008	teacher	16	Oh my, <STUDENT>!	Oh my, <STUDENT>!						
2020-08-27 07:05:29	student009	student	17	I am joking:)	I am joking:)						
2020-08-27 07:05:44	teacher008	teacher	18	:))) me too	:))) me too						
2020-08-27 07:05:49	student009	student	19	she just came to my house and we had a lot of fun	she just came to my house and we had a lot of fun						
2020-08-27 07:06:17	teacher008	teacher	20	Sounds cool! Is she in your class too?	Sounds cool! Is she in your class too?						
2020-08-27 07:06:22	student009	student	21	I feel really sorry to her	I feel really sorry for her		2c	topic development			
2020-08-27 07:06:33	student009	student	22	no, she is younger than me	no, she is younger than me	20.0					
2020-08-27 07:06:35	teacher008	teacher	23	Oh, why are you feeling sorry for her?	Oh, why are you feeling sorry for her?	21.0		repair	lexical resource		
2020-08-27 07:07:07	student009	student	24	for whole quarantine, it is only her second time when she met her friends	for the whole quarantine, it was only the second time that she had seen her friends						
2020-08-27 07:07:33	student009	student	25	she lives with her grandmother and grandfather	she lives with her grandmother and grandfather						
2020-08-27 07:07:40	teacher008	teacher	26	Yes, that's tough!	Yes, that's tough!	24.0					
2020-08-27 07:07:55	teacher008	teacher	27	It was the second time whe ___ her friends	It was the second time whe ___ her friends		2d	eliciting,repair	lexical resource		
2020-08-27 07:07:58	student009	student	28	and her parents didn't allowed her even to go outside	and her parents didn't allow her even to go outside	26.0					
2020-08-27 07:08:10	student009	student	29	meet	meet	27.0					
2020-08-27 07:08:29	teacher008	teacher	30	The Past Simple is fine, but you need a different verb	The Past Simple is fine, but you need a different verb			scaffolding,eliciting	lexical resource		
2020-08-27 07:08:55	student009	student	31	and her friends-neighbors don't believe in coronavirus	and her friends and neighbors don't believe in coronavirus	28.0					
2020-08-27 07:09:07	student009	student	32	saw	saw	30.0					
2020-08-27 07:09:14	teacher008	teacher	33	Yes, you got it!	Yes, you got it!						
2020-08-27 07:09:46	teacher008	teacher	34	That's so weird, how people believe in coronavirus or not. It's not Santa Claus!	That's so weird, how people believe in coronavirus or not. It's not Santa Claus!	31.0					
2020-08-27 07:10:04	student009	student	35	when she go out with them secretly , her dad saw her there, he went angry	when she went out with them secretly, her dad saw her there, and he got angry						
2020-08-27 07:10:31	teacher008	teacher	36	Poor <STUDENT'S FRIEND>!	Poor <STUDENT'S FRIEND>!						
2020-08-27 07:10:33	student009	student	37	and this time, her parents allowed ger to come to my house	and this time, her parents allowed her to come to my house						
2020-08-27 07:10:42	student009	student	38	her	her			repair	writing		
2020-08-27 07:10:48	teacher008	teacher	39	That's good!	That's good!						
2020-08-27 07:10:55	student009	student	40	that's really sad:(	that's really sad:(						
2020-08-27 07:11:08	student009	student	41	and from yesterday	and since yesterday		2e	topic development			
2020-08-27 07:11:30	student009	student	42	I am in my another friend's house	I've been in my another friend's house						
