timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2021-02-09 12:02:49	student014	student	1	Hi <TEACHER>!	Hi <TEACHER>!		1.0	opening			
2021-02-09 12:03:04	teacher008	teacher	2	Hi <STUDENT>!	Hi <STUDENT>!						
2021-02-09 12:03:07	teacher008	teacher	3	How are you?	How are you?		2.0	topic opening			
2021-02-09 12:03:23	student014	student	4	Fine thank you :) How about you?	Fine thank you :) How about you?						
2021-02-09 12:04:01	teacher008	teacher	5	Good, thank you! We're having a cold spell, the temperature hasn't been rising above zero even in the daytime	Good, thank you! We're having a cold spell, the temperature hasn't been rising above zero even in the daytime						
2021-02-09 12:04:06	teacher008	teacher	6	And it's been snowing, yay!	And it's been snowing, yay!						
2021-02-09 12:04:41	student014	student	7	I have heard about it, yes :) Also here it is cold, but it should get colder at the end of the week...	I have heard about it, yes :) Here it is also cold, but it should get colder at the end of the week...						
2021-02-09 12:05:17	teacher008	teacher	8	Any snow at all?	Any snow at all?						
2021-02-09 12:05:32	student014	student	9	It sprinkled some snow yesterday, but nothing remained on the ground...	It sprinkled some snow yesterday, but nothing remained on the ground...						
2021-02-09 12:05:58	student014	student	10	a part from that, this year it has snowed at least once a week...I am looking forward for spring!	apart from that, this year it has snowed at least once a week...I am looking forward to spring!						
2021-02-09 12:06:08	teacher008	teacher	11	That's a shame. Here it finally settled, I don't think I've actually experienced having snow for more than 2 hours in this country	That's a shame. Here it finally settled, I don't think I've actually experienced having snow for more than 2 hours in this country	9.0					
2021-02-09 12:06:43	teacher008	teacher	12	Ah, I see, it's not an oddity for you then. Oh me too, I'm fed up with the winter, but it's nice when it's actually properly cold	Ah, I see, it's not an oddity for you then. Oh me too, I'm fed up with the winter, but it's nice when it's actually properly cold	10.0					
2021-02-09 12:06:50	teacher008	teacher	13	Rather than damp and grey	Rather than damp and grey						
2021-02-09 12:07:04	student014	student	14	Haha...that's true..	Haha...that's true..						
2021-02-09 12:07:44	student014	student	15	I have been told that winters in Graz are usually damp and grey...but this one is much more snowy and cold...	I have been told that winters in Graz are usually damp and grey...but this one is much more snowy and cold...						
2021-02-09 12:07:54	teacher008	teacher	16	I just thought, I've got to cover my beautiful Italian artichokes as they're giving out -8 at night tomorrow	I just thought, I've got to cover my beautiful Italian artichokes as they're giving out -8 at night tomorrow						
2021-02-09 12:08:29	teacher008	teacher	17	Yes, it's the result of that atmospheric Arctic warming... or stratospheric? What was the term?	Yes, it's the result of that atmospheric Arctic warming... or stratospheric? What was the term?	15.0					
2021-02-09 12:09:05	teacher008	teacher	18	Anyway, it's a phenomenon that's taking place this year and that means Arctic air is being pushed down south	Anyway, it's a phenomenon that's taking place this year and that means Arctic air is being pushed down south						
2021-02-09 12:09:09	teacher008	teacher	19	as I understand	as I understand						
2021-02-09 12:09:32	student014	student	20	Yes...I think both are okay: the stratosphere is a part of the armosphere...	Yes...I think both are okay: the stratosphere is a part of the armosphere...	17.0					
2021-02-09 12:10:10	teacher008	teacher	21	A sudden stratoshperic warming is the term apparently	A sudden stratoshperic warming is the term apparently						
2021-02-09 12:10:11	student014	student	22	which is probably the one more involved by this...but yes, with -8 you green garden is at risk...	which is probably the one more involved in this...but yes, with -8 you green garden is at risk...						
2021-02-09 12:10:48	teacher008	teacher	23	It'll be ok, it's hardy! Except for the artichokes I reckon	It'll be ok, it's hardy! Except for the artichokes I reckon						
2021-02-09 12:11:01	teacher008	teacher	24	Ooh, has the lockdown been eased as you expected?	Ooh, has the lockdown been eased as you expected?		3.0	topic opening			
2021-02-09 12:11:41	student014	student	25	Yes..somewhat...now 2 families can meet and some shops are open...	Yes..somewhat...now 2 families can meet and some shops are open...						
2021-02-09 12:12:09	student014	student	26	but you need to wear an FFP2 mask and, for certain places (e.g. hairdresser), need a negative test	but you need to wear an FFP2 mask and, for certain places (e.g. hairdresser), need a negative test						
2021-02-09 12:12:21	student014	student	27	so the overall effect isn't that noticeable	so the overall effect isn't that noticeable						
2021-02-09 12:12:39	teacher008	teacher	28	A negative test for hairdresser's?? Tough!	A negative test for hairdresser's?? Tough!						
2021-02-09 12:13:15	teacher008	teacher	29	Oh, like a medical grade mask? Is it because of the more transmittable variant of the virus?	Oh, like a medical grade mask? Is it because of the more transmittable variant of the virus?						
2021-02-09 12:14:13	student014	student	30	Yes...the FFP2 are the filtering medical masks, those that doctors use...they should be able to filter the virus, protecting both you and who is around you...	Yes...the FFP2 are the filtering medical masks, those that doctors use...they should be able to filter the virus, protecting both you and who is around you...						
2021-02-09 12:15:06	teacher008	teacher	31	Yes, tough but necessary. They are talking about requiring these masks on the tube in London	Yes, tough but necessary. They are talking about requiring these masks on the tube in London						
